record_id,question_id,llm_decision,llm_reason_codes,llm_confidence,llm_model,llm_reasoning_effort,decision_authority,status
REC-PUBMED-29117993,A1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2911806,B2,deprioritize,off_topic|exposure|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29121522,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29121724,A1,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29123820,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29124435,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29125055,A1,retain,exposure|human_signal|population|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29125269,A1,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29126301,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29127745,A1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29127864,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29129259,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29132356,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29132510,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29132650,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2913343,B1,deprioritize,human_signal|design_signal|off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2913343,B2,deprioritize,exposure|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29136827,A2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29137047,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29138609,A1,retain,exposure|outcome|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29139019,A1,retain,population|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2913914,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29139268,A1,deprioritize,animal_term_present|population|design_signal|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29143099,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29143884,B1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2914408,B3,retain,exposure|outcome|human_signal|population|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29144699,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29147170,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29147720,A1,retain,exposure|outcome|population|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29148592,A1,retain,exposure|human_signal|outcome|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29149366,A1,retain,exposure|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29150698,A1,deprioritize,off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29154708,B1,deprioritize,animal_term_present|off_topic|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29155884,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29157015,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29157146,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29157916,A1,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29159104,B2,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29160765,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29162159,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29164292,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29164916,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29165556,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29165583,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29167388,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2916837,A1,deprioritize,animal_term_present|design_signal|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29169468,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29169584,B1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29169584,B2,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29171208,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29171476,B2,deprioritize,exposure|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29172104,B3,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29176978,A1,deprioritize,exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29178250,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29179855,B2,deprioritize,outcome|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29180122,A1,retain,exposure|outcome|population|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29181265,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29181735,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29181817,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29182754,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29183961,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29184229,B3,retain,exposure|outcome,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29188358,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29188376,A1,retain,exposure|human_signal|design_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2918951,B3,deprioritize,exposure|outcome|animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29189853,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29191525,A1,retain,population|exposure|human_signal|design_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29192498,A1,retain,exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2919669,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29197413,A1,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29199766,A1,retain,human_signal|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29201112,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29201334,A1,retain,exposure|population|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29202723,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29203157,A2,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29204262,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29204949,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29211748,B1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29212110,A1,retain,population|exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29212124,A1,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29212125,A1,retain,exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29214062,A1,retain,exposure|human_signal|outcome|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29214382,A1,retain,exposure|outcome|population|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29220855,A1,deprioritize,exposure|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29222248,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29223431,A1,retain,population|exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29223441,A1,deprioritize,off_topic|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29225244,A1,retain,human_signal|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29226707,A1,retain,exposure|outcome|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29228158,A1,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2922895,B1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29234503,B2,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29236167,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29237680,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29237991,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29241899,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29242376,B1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29242919,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29243851,B2,deprioritize,animal_term_present|exposure|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29244199,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29244912,B2,deprioritize,animal_term_present|off_topic|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29247216,A1,deprioritize,animal_term_present|design_signal|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29247268,A1,retain,population|outcome|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29247809,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29248163,A1,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29248859,A1,retain,outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29250228,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29252181,A1,retain,exposure|outcome|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29253461,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29253554,A1,retain,exposure|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29256925,A2,deprioritize,exposure|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29258056,A1,retain,population|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29258151,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29260237,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29260427,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29261716,A1,retain,exposure|human_signal|population|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29261922,A1,retain,exposure|outcome|human_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29262430,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29263720,B2,deprioritize,exposure|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29264783,B2,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29266368,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2926870,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29269364,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29269514,A1,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29269702,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29273767,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29274198,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29274307,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29274754,A1,deprioritize,exposure|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29275065,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29275325,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29275531,B2,retain,human_signal|outcome|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29276013,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29276558,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29276599,A1,deprioritize,design_signal|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29277881,B1,uncertain,population|outcome|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2927936,B1,deprioritize,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29281760,B2,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29285441,B2,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29285754,A1,retain,exposure|population|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29285859,A1,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29291887,A1,deprioritize,population|off_topic|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29295790,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29296750,A1,retain,exposure|human_signal|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29296881,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29298995,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29299477,A2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29300888,A1,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29303380,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29304513,A1,deprioritize,exposure|off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29304537,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29306122,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29306488,A1,retain,human_signal|population|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29308774,A1,retain,exposure|outcome|population|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29310450,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29313558,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29314216,A1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29316202,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29316564,A1,retain,exposure|outcome|population|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29317227,B1,deprioritize,exposure|design_signal|animal_term_present|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29317227,B2,deprioritize,exposure|outcome|design_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29319486,B1,deprioritize,off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29319776,B2,deprioritize,exposure|human_signal|animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29320668,A1,deprioritize,exposure|outcome|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29320795,A1,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29321641,A1,retain,exposure|outcome|population|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29325495,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29328506,A1,retain,human_signal|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29331969,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29332054,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29335786,A1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29335863,A1,retain,exposure|outcome|population|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29338686,A1,uncertain,insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29338845,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29339165,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29339167,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29341554,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29342320,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29344035,B2,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29345686,A1,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29348255,A1,retain,exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29348918,A1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29349596,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29350386,A1,retain,exposure|outcome|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29353071,A1,retain,exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29358327,A1,deprioritize,exposure|outcome|animal_term_present|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29359052,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29359278,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29360069,B1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29360069,B2,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29360254,A1,deprioritize,off_topic|exposure,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29360845,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29361495,B2,deprioritize,design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29361618,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29365146,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29366484,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29368593,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29371284,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29372247,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29372400,A1,deprioritize,off_topic|human_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29372411,A1,retain,exposure|human_signal|design_signal|population|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2937470,A1,deprioritize,exposure|outcome|design_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29375108,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29375274,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29376607,B2,deprioritize,exposure|outcome|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29377448,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29379275,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29384289,A1,retain,exposure|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2938614,A1,retain,population|human_signal|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29389096,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29390530,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-2939094,A1,deprioritize,animal_term_present|design_signal|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29391805,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29391823,B2,deprioritize,population|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29392411,B2,deprioritize,animal_term_present|off_topic|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29395013,A1,retain,population|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29395644,A2,deprioritize,off_topic|exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29395705,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29397950,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29398546,A1,deprioritize,human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29399531,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29400579,B2,deprioritize,population|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-29402070,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
