sample_id,record_id,question_id,title,abstract,source,evidence_basis,P,I,C,O,S
v3ref-0011,pubmed:23262963,HRS3_PREGNANCY,ACOG Committee opinion no. 549: obesity in pregnancy.,"In the United States, more than one third of women are obese, more than one half of pregnant women are overweight or obese, and 8% of reproductive-aged women are extremely obese, putting them at a greater risk of pregnancy complications. Therefore, preconception assessment and counseling are strongly encouraged for obese women and should include the provision of specific information concerning the maternal and fetal risks of obesity in pregnancy, as well as encouragement to undertake a weight-reduction program. At the initial prenatal visit, height and weight should be recorded for all women to allow calculation of body mass index (calculated as weight in kilograms divided by height in meters squared), and recommendations for appropriate weight gain should be reviewed at the initial visit and periodically throughout pregnancy. Nutrition consultation should be offered to all overweight or obese women, and they should be encouraged to follow an exercise program. Pregnant women who have undergone bariatric surgery should be evaluated for nutritional deficiencies and the need for vitamin supplementation when indicated. Obese patients undergoing cesarean delivery may require thromboprophylaxis with pneumatic compression devices and unfractionated heparin or low molecular weight heparin. For all obese patients, anesthesiology consultation early in labor should be considered, and consultation with weight-reduction specialists before attempting another pregnancy should be encouraged.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0012,pubmed:29779028,HRS2_KIDNEY_DISEASE,Dietary Changes Involving Bifidobacterium longum and Other Nutrients Delays Chronic Kidney Disease Progression.,"BACKGROUND: Recent studies suggest that prebiotic and/or probiotic treatments ameliorate kidney function in humans and animals by improving the gut environment. However, the gut microbiota and kidney disease interactions remain to be determined. This study investigated whether synbiotics modulate the gut microbiota and ameliorate kidney function using a rat model of chronic kidney disease (CKD). As uremic toxins are associated with CKD-related mineral and bone disorder, the secondary aim was to evaluate the relationship between synbiotics and secondary hyperparathyroidism (SHPT).
METHODS: 5/6 nephrectomy (Nx) rats were developed as the CKD model. Sham-operated (sham) rats were used as the control. To investigate the effectiveness of prebiotics (glutamine, dietary fiber, and oligosaccharide) and probiotics (Bifidobacterium longum strain; GFOB diet), rats were randomly assigned to 4 groups: Nx group fed the GFOB diet (n = 10); Nx group fed the control (CON) diet (n = 10); sham group fed the GFOB diet (n = 5); and sham group fed the control diet (n = 5). Blood, feces, and kidney samples were collected and analyzed.
RESULTS: Serum creatinine (Cre) and blood urea nitrogen in the Nx GFOB group were significantly lower than those in the Nx CON group. Serum indoxyl sulfate in the Nx GFOB group was lower than that in the Nx CON group, and significantly correlated with serum Cre. Inorganic phosphorus and intact parathyroid hormone in the Nx GFOB group were significantly lower than those in the Nx CON group.
CONCLUSION: Improving the gut environment using synbiotics ameliorated kidney function and might be a pharmacological treatment for SHPT without any serious adverse events.",pubmed,abstract,만성콩팥병 또는 투석 환자,"비처방 비타민, 무기질 또는 허브 보충제 노출","비노출, 위약 또는 통상 관리","고칼륨혈증, 고칼슘혈증, 신독성, 심혈관 이상반응","무작위시험, 코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0013,pubmed:29749323,HRS4_LIVER_DISEASE,"Effects of Delta-tocotrienol Supplementation on Liver Enzymes, Inflammation, Oxidative stress and Hepatic Steatosis in Patients with Nonalcoholic Fatty Liver Disease.","BACKGROUND/AIMS: Non-alcoholic fatty liver disease (NAFLD) is a growing public health problem worldwide and is associated with increased morbidity and mortality. Currently, there is no definitive treatment for this disease. δ-Tocotrienol has potent anti-inflammatory and antioxidant properties and may reduce liver injury in NAFLD. The present study aims to evaluate the efficacy and safety of δ-tocotrienol in the treatment of NAFLD.
MATERIALS AND METHODS: The present study was a randomized, double-blind, placebo-controlled pilot study conducted in patients aged > 20 years, belonging to both sexes, having ultrasound-proven fatty liver disease, having a fatty liver index (FLI) of ≥ 60, and persistent elevation of alanine transaminase. A total of 71 patients were assigned to receive either oral δ-tocotrienol (n=35, 300 mg twice daily) or placebo (n=36) for 12 weeks. At the baseline and at the end of the study, clinical and biochemical parameters, including lipid profile, liver function tests, high-sensitivity C-reactive protein (hs-CRP), and malondialdehyde (MDA) were measured. Body mass index and FLI were calculated, and ultrasound grading of hepatic steatosis was performed.
RESULTS: Out of 71 enrolled patients, 64 patients, 31 in the δ-tocotrienol group and 33 in the placebo group, completed the study. After 12 weeks of supplementation, δ-tocotrienol showed greater efficacy than placebo by decreasing serum aminotransferases, hs-CRP, MDA, and FLI score (p<0.001). However, it did not improve hepatic steatosis on ultrasound examination. No adverse effects were reported.
CONCLUSION: δ-Tocotrienol was safe, and it effectively improved aminotransferase levels and inflammatory and oxidative stress markers in patients with NAFLD. Large-scale randomized clinical trials are warranted to further support these findings.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0014,pubmed:37208493,HRS4_LIVER_DISEASE,Clinical characteristics and prognosis of non-APAP drug-induced acute liver failure: a large multicenter cohort study.,"BACKGROUND: There is growing recognition of natural history, complications, and outcomes of patients who develop non-acetaminophen (APAP) drug-induced acute liver failure (ALF). To clarify high-risk factors and develop a nomogram model to predict transplant-free survival (TFS) in patients with non-APAP drug-induced ALF.
METHODS: Patients with non-APAP drug-induced ALF from 5 participating centers were retrospectively analyzed. The primary endpoint was 21-day TFS. Total sample size was 482 patients.
RESULTS: Regarding causative agents, the most common implicated drugs were herbal and dietary supplements (HDS) (57.0%). The hepatocellular type (R ≥ 5) was the main liver injury pattern (69.0%). International normalized ratio, hepatic encephalopathy grades, the use of vasopressor, N-acetylcysteine, or artificial liver support system were associated with TFS and incorporated to construct a nomogram model (drug-induced acute liver failure-5, DIALF-5). The AUROC of DIALF-5 for 7-day, 21-day, 60-day, and 90-day TFS in the internal cohort were 0.886, 0.915, 0.920, and 0.912, respectively. Moreover, the AUROC of DIALF-5 for 21-day TFS had the highest AUROC, which was significantly higher than 0.725 of MELD and 0.519 of KCC (p < 0.05), numerically higher than 0.905 of ALFSG-PI but without statistical difference (p > 0.05). These results were successfully validated in the external cohort (147 patients).
CONCLUSIONS: Based on easily identifiable clinical data, the novel DIALF-5 model was developed to predict transplant-free survival in non-APAP drug-induced ALF, which was superior to KCC, MELD and had a similar prediction performance to ALFSG-PI but is more convenient, which can directly calculate TFS at multiple time points.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0015,pubmed:19032721,HRS4_LIVER_DISEASE,Causality assessment in hepatotoxicity by drugs and dietary supplements.,"Structured causality assessment of hepatotoxicity by drugs and dietary supplements (DDS) is a major clinical challenge, since temporal associations as the sole criteria for a valid evaluation are not acceptable. Initially, a clear intuition for an ad hoc evaluation is necessary, but only provisional, and must be followed by a diagnostic algorithm using a pretest, main test and post test. The evaluation is based on a variety of items such as latency period, course of alanine aminotransferase and alkaline phosphatase after DDS discontinuation, risk factors, co-medication, previous information on hepatotoxicity of the DDS, response to rechallenge, and exclusion of other diseases. It is essential that practising and hospital physicians as well as other key health professionals, such as pharmacists, gather all information required for a sound causality assessment, obviating major discussions by expert panels, manufacturers and health agencies in face of scanty and fragmentary data. Because pharmacogenetic alterations may trigger metabolic hepatotoxicity by a few DDS, levels in plasma and urine should be measured and may be helpful for diagnosis. Concomitant genotyping of cytochrome P450 and other enzymes may also be useful in future to minimize the risk of unwanted side-effects, including toxic liver disease elicited by DDS.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0016,pubmed:39077939,HRS3_PREGNANCY,Vitamin D supplementation for women during pregnancy.,"BACKGROUND: Vitamin D supplementation during pregnancy may help improve maternal and neonatal health outcomes (such as fewer preterm birth and low birthweight babies) and reduce the risk of adverse pregnancy outcomes (such as severe postpartum haemorrhage).
OBJECTIVES: To examine whether vitamin D supplementation alone or in combination with calcium or other vitamins and minerals given to women during pregnancy can safely improve certain maternal and neonatal outcomes.
SEARCH METHODS: We searched the Cochrane Pregnancy and Childbirth Trials Register (which includes results of comprehensive searches of CENTRAL, MEDLINE, Embase, CINAHL, ClinicalTrials.gov, the WHO International Clinical Trials Registry Platform, and relevant conference proceedings) (3 December 2022). We also searched the reference lists of retrieved studies.
SELECTION CRITERIA: Randomised and quasi-randomised trials evaluating the effect of supplementation with vitamin D alone or in combination with other micronutrients for women during pregnancy in comparison to placebo or no intervention.
DATA COLLECTION AND ANALYSIS: Two review authors independently i) assessed the eligibility of studies against the inclusion criteria, ii) assessed trustworthiness based on pre-defined criteria of scientific integrity, iii) extracted data from included studies, and iv) assessed the risk of bias of the included studies. We assessed the certainty of the evidence using the GRADE approach.
MAIN RESULTS: The previous version of this review included 30 studies; in this update, we have removed 20 of these studies to 'awaiting classification' following assessments of trustworthiness, one study has been excluded, and one new study included. This current review has a total of 10 included studies, 117 excluded studies, 34 studies in awaiting assessment, and seven ongoing studies. We used the GRADE approach to assess the certainty of the evidence. This removal of the studies resulted in evidence that was downgraded to low-certainty or very low-certainty due to study design limitations, inconsistency between studies, and imprecision. Supplementation with vitamin D compared to no intervention or a placebo A total of eight studies involving 2313 pregnant women were included in this comparison. We assessed four studies as having a low risk of bias for most domains and four studies as having high risk or unclear risk of bias for most domains. The evidence is very uncertain about the effect of supplementation with vitamin D during pregnancy compared to placebo or no intervention on pre-eclampsia (risk ratio (RR) 0.53, 95% confidence interval (CI) 0.21 to 1.33; 1 study, 165 women), gestational diabetes (RR 0.53, 95% CI 0.03 to 8.28; 1 study, 165 women), preterm birth (< 37 weeks) (RR 0.76, 95% CI 0.25 to 2.33; 3 studies, 1368 women), nephritic syndrome (RR 0.17, 95% CI 0.01 to 4.06; 1 study, 135 women), or hypercalcaemia (1 study; no cases reported). Supplementation with vitamin D during pregnancy may reduce the risk of severe postpartum haemorrhage; however, only one study reported this outcome (RR 0.68, 95% CI 0.51 to 0.91; 1 study, 1134 women; low-certainty evidence) and may reduce the risk of low birthweight; however, the upper CI suggests that an increase in risk cannot be ruled out (RR 0.69, 95% CI 0.44 to 1.08; 3 studies, 371 infants; low-certainty evidence). Supplementation with vitamin D + calcium compared to no intervention or a placebo One study involving 84 pregnant women was included in this comparison. Overall, this study was at moderate to high risk of bias. Pre-eclampsia, gestational diabetes, and maternal adverse events were not reported. The evidence is very uncertain about the effect of supplementation with vitamin D and calcium on preterm birth (RR not estimable; very low-certainty evidence) or for low birthweight (RR 1.45, 95% CI 0.14 to 14.94; very low-certainty evidence) compared to women who received placebo or no intervention. Supplementation with vitamin D + calcium + other vitamins and minerals versus calcium + other vitamins and minerals (but no vitamin D) One study involving 1298 pregnant women was included in this comparison. We assessed this study as having a low risk of bias in all domains. Pre-eclampsia was not reported. The evidence is very uncertain about the effect of supplementation with vitamin D, calcium, and other vitamins and minerals during pregnancy compared to no vitamin D on gestational diabetes (RR 0.42, 95% CI 0.10 to 1.73; very low-certainty evidence), maternal adverse events (hypercalcaemia no events and hypercalciuria RR 0.25, 95% CI 0.02 to 3.97; very low-certainty evidence), preterm birth (RR 1.04, 95% CI 0.68 to 1.59; low-certainty evidence), or low birthweight (RR 1.12, 95% CI 0.82 to 1.51; low-certainty evidence).
AUTHORS' CONCLUSIONS: This updated review using the trustworthy assessment tool removed 21 studies from the previous update and added one new study for a total of 10 included studies. In this setting, supplementation with vitamin D alone compared to no intervention or a placebo resulted in very uncertain evidence on pre-eclampsia, gestational diabetes, preterm birth, or nephritic syndrome. It may reduce the risk of severe postpartum haemorrhage; however, only one study reported this outcome. It may also reduce the risk of low birthweight; however, the upper CI suggests that an increase in risk cannot be ruled out. Supplementation with vitamin D and calcium versus placebo or no intervention resulted in very uncertain evidence on preterm birth and low birthweight. Pre-eclampsia, gestational diabetes, and maternal adverse events were not reported in the only study included in this comparison. Supplementation with vitamin D + calcium + other vitamins and minerals versus calcium + other vitamins and minerals (but no vitamin D) resulted in very uncertain evidence on gestational diabetes and maternal adverse events (hypercalciuria) and uncertain evidence on preterm birth and low birthweight. Pre-eclampsia was not reported in the only study included in this comparison. All findings warrant further research. Additional rigorous, high-quality, and larger randomised trials are required to evaluate the effects of vitamin D supplementation in pregnancy, particularly in relation to the risk of maternal adverse events.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0017,pubmed:24725925,HRS5_ANTICOAGULATION,Garlic in health and disease.,"The present article reviews the historical and popular uses of garlic, its antioxidant, haematological, antimicrobial, hepatoprotective and antineoplastic properties and its potential toxicity (from sulfoxide). Garlic has been suggested to affect several cardiovascular risk factors. It has also been shown that garlic and its organic allyl sulfur components are effective inhibitors of the cancer process. Since garlic and its constituents can suppress carcinogen formation, bioactivation and tumour proliferation, it is imperative that biomarkers be established to identify which individuals might benefit most. Garlic powder, aged garlic and garlic oil have demonstrated antiplatelet and anticoagulant effects by interfering with cyclo-oxygenase-mediated thromboxane synthesis. Garlic has also been found to have synergistic effects against Helicobacter pylori with a proton pump inhibitor. The active compound allicin may affect atherosclerosis not only by acting as an antioxidant, but also by other mechanisms, such as lipoprotein modification and inhibition of LDL uptake and degradation by macrophages. Freshly prepared garlic homogenate protects against isoniazid+rifampicin-induced liver injury in experimental animal models. Several mechanisms are likely to account for this protection.",pubmed,abstract,"비타민 K 길항제, 직접경구항응고제 또는 헤파린을 사용하는 환자",식이보충제 또는 허브 보충제 병용,보충제 비병용 또는 기준 기간,"주요·경미 출혈, 혈전색전증, 응고검사 변화, 약물 상호작용","무작위시험, 코호트, 환자-대조군, 자기대조 연구, 증례군, 체계적 고찰"
v3ref-0018,pubmed:25167337,HRS4_LIVER_DISEASE,Hypericum perforatum-induced hepatotoxicity with possible association with copaiba (Copaifera langsdorffii Desf):case report.,"We report a case of liver damage in an elderly patient after the use of herbal products of Hypericum perforatum and copaiba (Copaifera langsdorffii Desf). Hepatotoxicity related to Hypericum perforatum is anecdotally known, but for copaiba, widely used as anti-inflammatory, there is just experimental data in the national literature. This report aimed to draw attention to the possible toxic effects of this association as well as to the clinical recovery of the patient after discontinuing their use. There is a tendency to suspect of the action of drugs to justify a non-viral acute liver injury, because of the large number of drugs responsible for hepatotoxicity. There are experiments and clinical reports in the literature describing some herbal products, including Hypericum perforatum, as the causative agents of this aggression, and are considered innocuous and used with no restrictions. We must remember that adverse reactions also occur with these substances; hence, they should be investigated when collecting the patient´s history, for leading to severe liver failure.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0019,pubmed:33783077,HRS3_PREGNANCY,The impact of micronutrient deficiency on pregnancy complications and development origin of health and disease.,"Due to the spread of the western style diet, which is characterized by high intake of processed food, micronutrients (vitamins and minerals) deficiency is increasing in the Japanese population of all ages and genders. During pregnancy, the elevated demand for micronutrients put pregnant women at even higher risk of micronutrients deficiency. Some micronutrients are relatively famous such that women with reproductive age are recommended to take folic acid supplementation for the prevention of neural tube defect. However, it is not generally known that folate is also important for fetal growth throughout the pregnancy course and for prevention of pregnancy complications, and that pregnant women should continue to take supplementation during pregnancy and lactation. The types of micronutrients and the duration of supplementation are both important factors to maintain normal pregnancies. This review focused on four micronutrients that are commonly deficient in Japanese pregnant women, folate, vitamin B12, vitamin D, calcium, and magnesium. The detrimental effects of homocysteine accumulation associated with the above micronutrient defects and its link to catechol-o-methyltransferase insufficiency are described. We also discussed possible molecular mechanisms of pregnancy complications and the development origin of health and disease (DOHaD) regarding micronutrient deficiencies from the point of view of one carbon metabolism.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0020,pubmed:8125230,HRS4_LIVER_DISEASE,[Chronic active hepatitis and cirrhosis induced by wild germander. 3 cases].,"We report 3 cases of chronic liver injury that were observed after prolonged treatment with wild germander, a herbal medicine recently prohibited by French Ministry of Health, following several reports suggesting its hepatotoxicity. Chronic active hepatitis was found in 2 cases, and active cirrhosis in 1 case. The onset of hepatitis occurred after 6 to 7 months of treatment. Serum anti-nuclear and anti-smooth muscle antibodies were present in 2 patients. In 2 cases, wild-germander involvement was recognized several months after appearance of liver injury. Following treatment discontinuation, outcome was favorable in the 3 patients. These observations suggest that diagnosis of acute or chronic liver injury of unknown origin should always include the search for herbal medicine treatment.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0021,pubmed:30431563,HRS1_PERIOPERATIVE,"Comprehensive preoperative regime of selective gut decontamination in combination with probiotics, and smectite for reducing endotoxemia and cytokine activation during cardiopulmonary bypass: A pilot randomized, controlled trial.","BACKGROUND: Both selective digestive decontamination (SDD) and probiotics have been reported to reduce endotoxemia. However, the available results are conflicting and few studies have investigated the combined effect of SDD and probiotics. This study aimed to examine the effectiveness of a comprehensive preoperative regimen of SDD in combination with probiotics and smectite on perioperative endotoxemia and cytokine activation in patients who underwent elective cardiac surgery with cardiopulmonary bypass (CPB) in a pilot, prospective, randomized, controlled trial.
METHODS: Patients who underwent elective Aortic Valve Replacement or Mitral Valve Replacement surgery from July 2010 to March 2015 were included. In total, 30 eligible patients were randomly assigned to receive either the comprehensive preoperative regimen (n = 15) (a combination of preoperative SDD, probiotics, and smectite) or the control group (n = 15) who did not receive this treatment. The levels of endotoxin, IL-6, and procalcitonin were measured at the time before anesthesia induction, immediately after cardiopulmonary bypass (CPB), 24 hours after CPB, and 48 hours after CPB. The primary outcomes were changes in endotoxin, IL-6, and procalcitonin concentrations after CPB.
RESULTS: The mean levels of change in endotoxin levels after CPB in patients receiving the comprehensive preoperative regimen was marginally significantly lower than those in control group (F = 4.0, P = .0552) but was not significantly different for procalcitonin (F = .14, P = .7134). An interaction between group and time for IL-6 was identified (F = 4.35, P = .0231). The increase in IL-6 concentration immediately after CPB in the comprehensive preoperative group was significantly lower than that in the control group (P = .0112). The changes in IL-6 concentration at 24 hours and 48 hours after CPB were not significant between the comprehensive preoperative group and control group.
CONCLUSION: The present pilot, prospective, randomized, controlled study in patients undergoing cardiac surgery with CPB demonstrated that 3 days of a comprehensive preoperative regime of SDD in combination with probiotics and smectite may reduce the endotoxin and IL-6 levels after CPB compared with the control group.",pubmed,abstract,수술 또는 침습적 시술을 받는 성인,수술 전 식이보충제 또는 허브 보충제 노출,"비노출, 중단, 또는 통상 수술주위 관리","출혈, 수혈, 마취 상호작용, 수술주위 합병증","무작위시험, 코호트, 환자-대조군, 단면연구, 증례군, 체계적 고찰"
v3ref-0022,pubmed:30480773,HRS3_PREGNANCY,Omega-3 fatty acid addition during pregnancy.,"BACKGROUND: Higher intakes of foods containing omega-3 long-chain polyunsaturated fatty acids (LCPUFA), such as fish, during pregnancy have been associated with longer gestations and improved perinatal outcomes. This is an update of a review that was first published in 2006.
OBJECTIVES: To assess the effects of omega-3 LCPUFA, as supplements or as dietary additions, during pregnancy on maternal, perinatal, and neonatal outcomes and longer-term outcomes for mother and child.
SEARCH METHODS: For this update, we searched Cochrane Pregnancy and Childbirth's Trials Register, ClinicalTrials.gov, the WHO International Clinical Trials Registry Platform (ICTRP) (16 August 2018), and reference lists of retrieved studies.
SELECTION CRITERIA: Randomised controlled trials (RCTs) comparing omega-3 fatty acids (as supplements or as foods, stand-alone interventions, or with a co-intervention) during pregnancy with placebo or no omega-3, and studies or study arms directly comparing omega-3 LCPUFA doses or types. Trials published in abstract form were eligible for inclusion.
DATA COLLECTION AND ANALYSIS: Two review authors independently assessed study eligibility, extracted data, assessed risk of bias in trials and assessed quality of evidence for prespecified birth/infant, maternal, child/adult and health service outcomes using the GRADE approach.
MAIN RESULTS: In this update, we included 70 RCTs (involving 19,927 women at low, mixed or high risk of poor pregnancy outcomes) which compared omega-3 LCPUFA interventions (supplements and food) compared with placebo or no omega-3. Overall study-level risk of bias was mixed, with selection and performance bias mostly at low risk, but there was high risk of attrition bias in some trials. Most trials were conducted in upper-middle or high-income countries; and nearly half the trials included women at increased/high risk for factors which might increase the risk of adverse maternal and birth outcomes.Preterm birth < 37 weeks (13.4% versus 11.9%; risk ratio (RR) 0.89, 95% confidence interval (CI) 0.81 to 0.97; 26 RCTs, 10,304 participants; high-quality evidence) and early preterm birth < 34 weeks (4.6% versus 2.7%; RR 0.58, 95% CI 0.44 to 0.77; 9 RCTs, 5204 participants; high-quality evidence) were both lower in women who received omega-3 LCPUFA compared with no omega-3. Prolonged gestation > 42 weeks was probably increased from 1.6% to 2.6% in women who received omega-3 LCPUFA compared with no omega-3 (RR 1.61 95% CI 1.11 to 2.33; 5141 participants; 6 RCTs; moderate-quality evidence).For infants, there was a possibly reduced risk of perinatal death (RR 0.75, 95% CI 0.54 to 1.03; 10 RCTs, 7416 participants; moderate-quality evidence: 62/3715 versus 83/3701 infants) and possibly fewer neonatal care admissions (RR 0.92, 95% CI 0.83 to 1.03; 9 RCTs, 6920 participants; moderate-quality evidence - 483/3475 infants versus 519/3445 infants). There was a reduced risk of low birthweight (LBW) babies (15.6% versus 14%; RR 0.90, 95% CI 0.82 to 0.99; 15 trials, 8449 participants; high-quality evidence); but a possible small increase in large-for-gestational age (LGA) babies (RR 1.15, 95% CI 0.97 to 1.36; 6 RCTs, 3722 participants; moderate-quality evidence, for omega-3 LCPUFA compared with no omega-3. Little or no difference in small-for-gestational age or intrauterine growth restriction (RR 1.01, 95% CI 0.90 to 1.13; 8 RCTs, 6907 participants; moderate-quality evidence) was seen.For the maternal outcomes, there is insufficient evidence to determine the effects of omega-3 on induction post-term (average RR 0.82, 95% CI 0.22 to 2.98; 3 trials, 2900 participants; low-quality evidence), maternal serious adverse events (RR 1.04, 95% CI 0.40 to 2.72; 2 trials, 2690 participants; low-quality evidence), maternal admission to intensive care (RR 0.56, 95% CI 0.12 to 2.63; 2 trials, 2458 participants; low-quality evidence), or postnatal depression (average RR 0.99, 95% CI 0.56 to 1.77; 2 trials, 2431 participants; low-quality evidence). Mean gestational length was greater in women who received omega-3 LCPUFA (mean difference (MD) 1.67 days, 95% CI 0.95 to 2.39; 41 trials, 12,517 participants; moderate-quality evidence), and pre-eclampsia may possibly be reduced with omega-3 LCPUFA (RR 0.84, 95% CI 0.69 to 1.01; 20 trials, 8306 participants; low-quality evidence).For the child/adult outcomes, very few differences between antenatal omega-3 LCPUFA supplementation and no omega-3 were observed in cognition, IQ, vision, other neurodevelopment and growth outcomes, language and behaviour (mostly low-quality to very low-quality evidence). The effect of omega-3 LCPUFA on body mass index at 19 years (MD 0, 95% CI -0.83 to 0.83; 1 trial, 243 participants; very low-quality evidence) was uncertain. No data were reported for development of diabetes in the children of study participants.
AUTHORS' CONCLUSIONS: In the overall analysis, preterm birth < 37 weeks and early preterm birth < 34 weeks were reduced in women receiving omega-3 LCPUFA compared with no omega-3. There was a possibly reduced risk of perinatal death and of neonatal care admission, a reduced risk of LBW babies; and possibly a small increased risk of LGA babies with omega-3 LCPUFA.For our GRADE quality assessments, we assessed most of the important perinatal outcomes as high-quality (e.g. preterm birth) or moderate-quality evidence (e.g. perinatal death). For the other outcome domains (maternal, child/adult and health service outcomes) GRADE ratings ranged from moderate to very low, with over half rated as low. Reasons for downgrading across the domain were mostly due to design limitations and imprecision.Omega-3 LCPUFA supplementation during pregnancy is an effective strategy for reducing the incidence of preterm birth, although it probably increases the incidence of post-term pregnancies. More studies comparing omega-3 LCPUFA and placebo (to establish causality in relation to preterm birth) are not needed at this stage. A further 23 ongoing trials are still to report on over 5000 women, so no more RCTs are needed that compare omega-3 LCPUFA against placebo or no intervention. However, further follow-up of completed trials is needed to assess longer-term outcomes for mother and child, to improve understanding of metabolic, growth and neurodevelopment pathways in particular, and to establish if, and how, outcomes vary by different types of omega-3 LCPUFA, timing and doses; or by characteristics of women.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
