question_id,record_id,provider_id,title,authors,venue,year,doi,source_url,publication_types,automated_eligibility,population_evidence,supplement,dose_extracted,outcome_evidence,evidence_locator,fulltext_locator,human_screened,extraction_authority,priority_score
A1,REC-PUBMED-26566518,26566518,Association Between Usual Vitamin K Intake and Anticoagulation in Patients Under Warfarin Therapy.,Park JN; Lee JS; Noh MY; Sung MK,Clinical nutrition research,2015.0,10.7762/cnr.2015.4.4.235,https://pubmed.ncbi.nlm.nih.gov/26566518/,Journal Article,include_candidate_design_unclear,Association Between Usual Vitamin K Intake and Anticoagulation in Patients Under Warfarin Therapy.. | This study aimed to explore the correlation between usual vitamin K intake and response to anticoagulant therapy among patients under warfarin therapy.,vitamin k,165.2 µg/day,Association Between Usual Vitamin K Intake and Anticoagulation in Patients Under Warfarin Therapy.. | Anticoagulant effect was evaluated by using the percent time in therapeutic range (TTR) and the coefficient of variation (CV) of International normalized ratio (INR). | The mean percent TTR was 38.4 ± 28.4% and CV of INR was 31.8 ± 11.8%.,"ABSTRACT: Association Between Usual Vitamin K Intake and Anticoagulation in Patients Under Warfarin Therapy.. | This study aimed to explore the correlation between usual vitamin K intake and response to anticoagulant therapy among patients under warfarin therapy. | In conclusion, no significant association was observed between usual vitamin K intake and anticoagulant effects.",https://pmc.ncbi.nlm.nih.gov/articles/PMC4641985/,False,automated_from_observed_title_abstract,24
A1,REC-PUBMED-17110451,17110451,Vitamin K supplementation can improve stability of anticoagulation for patients with unexplained variability in response to warfarin.,Sconce E; Avery P; Wynne H; Kamali F,Blood,2007.0,10.1182/blood-2006-09-049262,https://pubmed.ncbi.nlm.nih.gov/17110451/,Journal Article|Randomized Controlled Trial,include_candidate,Vitamin K supplementation can improve stability of anticoagulation for patients with unexplained variability in response to warfarin.. | Patients receiving warfarin who have unstable control of anticoagulation have a significantly lower intake of dietary vitamin K compared with their stable counterparts.,vitamin k,,Vitamin K supplementation can improve stability of anticoagulation for patients with unexplained variability in response to warfarin.. | Patients receiving warfarin who have unstable control of anticoagulation have a significantly lower intake of dietary vitamin K compared with their stable counterparts. | We hypothesized that supplementation with oral vitamin K would improve stability in patients with previously unstable control of anticoagulation.,ABSTRACT: Vitamin K supplementation can improve stability of anticoagulation for patients with unexplained variability in response to warfarin.. | Patients receiving warfarin who have unstable control of anticoagulation have a significantly lower intake of dietary vitamin K compared with their stable counterparts. | We hypothesized that supplementation with oral vitamin K would improve stability in patients with previously unstable control of anticoagulation.,,False,automated_from_observed_title_abstract,24
A1,REC-PUBMED-17666020,17666020,Daily vitamin K supplementation improves anticoagulant stability.,Rombouts EK; Rosendaal FR; Van Der Meer FJ,Journal of thrombosis and haemostasis : JTH,2007.0,10.1111/j.1538-7836.2007.02715.x,https://pubmed.ncbi.nlm.nih.gov/17666020/,Journal Article|Randomized Controlled Trial,include_candidate,Daily vitamin K supplementation improves anticoagulant stability.. | BACKGROUND: One of the causes of unstable anticoagulant control in patients using vitamin K antagonists is a fluctuating intake of vitamin K.,vitamin k,,"200 patients of the Leiden anticoagulation clinic, who used the vitamin K antagonist phenprocoumon, were randomized to receive either adjusted-dose phenprocoumon and 100 mug vitamin K once daily or adjusted-dose phenprocoumon and a placebo. | Because the risk of side effects is inversely related to anticoagulant stability, such an improvement is likely to reduce the number of bleeding and thrombotic events.",ABSTRACT: Daily vitamin K supplementation improves anticoagulant stability.. | BACKGROUND: One of the causes of unstable anticoagulant control in patients using vitamin K antagonists is a fluctuating intake of vitamin K. | Research suggests that patients with a low dietary intake of vitamin K have a less stable anticoagulant control than patients with a higher intake.,,False,automated_from_observed_title_abstract,24
A1,REC-PUBMED-23953594,23953594,Effect of 200μG/day of vitamin K1 on the variability of anticoagulation control in patients on warfarin: a randomized controlled trial.,Majeed H; Rodger M; Forgie M; Carrier M; Taljaard M; Scarvelis D; Gonsalves C; Rodriguez RA; Wells PS,Thrombosis research,2013.0,10.1016/j.thromres.2013.07.019,https://pubmed.ncbi.nlm.nih.gov/23953594/,Journal Article|Randomized Controlled Trial,include_candidate,Effect of 200μG/day of vitamin K1 on the variability of anticoagulation control in patients on warfarin: a randomized controlled trial.. | BACKGROUND: Controversy exists whether low-dose vitamin K supplementation can improve anticoagulation control in patients with unstable anticoagulation under warfarin.,vitamin k,200 μg/day,Effect of 200μG/day of vitamin K1 on the variability of anticoagulation control in patients on warfarin: a randomized controlled trial.. | BACKGROUND: Controversy exists whether low-dose vitamin K supplementation can improve anticoagulation control in patients with unstable anticoagulation under warfarin. | METHODS: Effectiveness of Vitamin K1 supplementation was primarily assessed by the percentage (%) of Time-in-Therapeutic-Range (TTR) and secondarily by the standard deviation (SD) of the patient's INR values; the proportion of out-of-range INRs; and the number of dose changes on warfarin.,ABSTRACT: BACKGROUND: Controversy exists whether low-dose vitamin K supplementation can improve anticoagulation control in patients with unstable anticoagulation under warfarin. | METHODS: Effectiveness of Vitamin K1 supplementation was primarily assessed by the percentage (%) of Time-in-Therapeutic-Range (TTR) and secondarily by the standard deviation (SD) of the patient's INR values; the proportion of out-of-range INRs; and the number of dose changes on warfarin. | CONCLUSION: Vitamin K1 supplementation reduces the SD of INRs as an indicator of the variability in anticoagulation control in patients treated with warfarin for VTE.,,False,automated_from_observed_title_abstract,23
A1,REC-PUBMED-20653669,20653669,Warfarin and vitamin K intake in the era of pharmacogenetics.,Lurie Y; Loebstein R; Kurnik D; Almog S; Halkin H,British journal of clinical pharmacology,2010.0,10.1111/j.1365-2125.2010.03672.x,https://pubmed.ncbi.nlm.nih.gov/20653669/,Journal Article|Review,include_candidate_design_unclear,"Warfarin and vitamin K intake in the era of pharmacogenetics.. | The considerable variability in the warfarin dose-response relationship between individuals, is explained mainly by genetic variation in its major metabolic (CYP2C9) and target (VKORC1) enzymes.",vitamin k,,"In this commentary we review the current role of vitamin K in warfarin anticoagulation therapy, with emphasis on the following: 1 The effect of dietary and supplemental vitamin K on warfarin anticoagulation, beyond the impact of genetic variability in CYP2C9 and VKORC1. | We deal separately with the effects of vitamin K on warfarin dose requirements during the induction of therapy, as opposed to its effect on stability of anticoagulation control during maintenance therapy. | 2 The role of vitamin K supplementation in warfarin treated patients with vitamin K deficiency as well as in patients with unstable warfarin anticoagulation, and 3 The role of therapeutic vitamin K in cases of warfarin over-anticoagulation.","ABSTRACT: Warfarin and vitamin K intake in the era of pharmacogenetics.. | Among these factors, dietary and supplemental vitamin K consumption is a controllable contributor to within-, and between-patient variability of warfarin sensitivity. | In this commentary we review the current role of vitamin K in warfarin anticoagulation therapy, with emphasis on the following: 1 The effect of dietary and supplemental vitamin K on warfarin anticoagulation, beyond the impact of genetic variability in CYP2C9 and VKORC1.",https://pmc.ncbi.nlm.nih.gov/articles/PMC2911546/,False,automated_from_observed_title_abstract,22
A1,REC-PUBMED-35105600,35105600,Vitamin K-dependent anticoagulant use and level of anticoagulation control in sub-Saharan Africa: protocol for a retrospective cohort study.,Mwita JC; Damasceno A; Chillo P; Ogah OS; Cohen K; Oyekunle A; Tefera E; Francis JM; AAREN Investigators,BMJ open,2022.0,10.1136/bmjopen-2021-057166,https://pubmed.ncbi.nlm.nih.gov/35105600/,Journal Article,include_candidate,"Vitamin K-dependent anticoagulant use and level of anticoagulation control in sub-Saharan Africa: protocol for a retrospective cohort study.. | BACKGROUND: Given that vitamin K-dependent anticoagulants (VKAs) will continue to be the primary anticoagulant in Africa for a long time, understanding the quality of anticoagulation services in the continent is vital for optimising the intended benefits.",vitamin k,,"Vitamin K-dependent anticoagulant use and level of anticoagulation control in sub-Saharan Africa: protocol for a retrospective cohort study.. | BACKGROUND: Given that vitamin K-dependent anticoagulants (VKAs) will continue to be the primary anticoagulant in Africa for a long time, understanding the quality of anticoagulation services in the continent is vital for optimising the intended benefits. | Notably, a few small studies have assessed the quality of anticoagulation in sub-Saharan Africa (SSA) countries.","ABSTRACT: BACKGROUND: Given that vitamin K-dependent anticoagulants (VKAs) will continue to be the primary anticoagulant in Africa for a long time, understanding the quality of anticoagulation services in the continent is vital for optimising the intended benefits.",https://pmc.ncbi.nlm.nih.gov/articles/PMC8808436/,False,automated_from_observed_title_abstract,21
A1,REC-PUBMED-20664899,20664899,Relationship between dietary vitamin K intake and the stability of anticoagulation effect in patients taking long-term warfarin.,Kim KH; Choi WS; Lee JH; Lee H; Yang DH; Chae SC,Thrombosis and haemostasis,2010.0,10.1160/th10-04-0257,https://pubmed.ncbi.nlm.nih.gov/20664899/,Journal Article,include_candidate_design_unclear,Relationship between dietary vitamin K intake and the stability of anticoagulation effect in patients taking long-term warfarin.. | Little study has been performed on the effect of vitamin K intake on the variability of warfarin's anticoagulant effects over long period of time.,vitamin k,126.5 μg/day | 161.3 μg/day | 195.7 μg/day | 31.3 μg/day | 616.6 μg/day,Relationship between dietary vitamin K intake and the stability of anticoagulation effect in patients taking long-term warfarin.. | We estimated average vitamin K intake in the patients taking warfarin and evaluated its relation with the stability of anticoagulation effect. | Stability of anticoagulant effect was compared in these groups using the coefficient of variation (CV) of the prothrombin time expressed in international normalised ratio (INR) and the CV of warfarin doses.,ABSTRACT: Relationship between dietary vitamin K intake and the stability of anticoagulation effect in patients taking long-term warfarin.. | Little study has been performed on the effect of vitamin K intake on the variability of warfarin's anticoagulant effects over long period of time. | We estimated average vitamin K intake in the patients taking warfarin and evaluated its relation with the stability of anticoagulation effect.,,False,automated_from_observed_title_abstract,21
A1,REC-PUBMED-26739542,26739542,Assessment of the Quality of Chronic Anticoagulation Control With Time in Therapeutic Range in Atrial Fibrillation Patients Treated With Vitamin K Antagonists by Hemostasis Specialists: The TERRA Registry: Tiempo en rango en la República Argentina.,Tajer C; Ceresetto J; Bottaro FJ; Martí A; Casey M; TERRA Trial investigators,Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis,2017.0,10.1177/1076029615623378,https://pubmed.ncbi.nlm.nih.gov/26739542/,Clinical Trial|Journal Article|Multicenter Study,include_candidate,Assessment of the Quality of Chronic Anticoagulation Control With Time in Therapeutic Range in Atrial Fibrillation Patients Treated With Vitamin K Antagonists by Hemostasis Specialists: The TERRA Registry: Tiempo en rango en la República Argentina.. | BACKGROUND: Oral anticoagulation therapy with vitamin K antagonists (VKA) such as warfarin and acenocoumarol is recommended in patients with atrial fibrillation (AF) and risk factors for embolism.,vitamin k,,Assessment of the Quality of Chronic Anticoagulation Control With Time in Therapeutic Range in Atrial Fibrillation Patients Treated With Vitamin K Antagonists by Hemostasis Specialists: The TERRA Registry: Tiempo en rango en la República Argentina.. | BACKGROUND: Oral anticoagulation therapy with vitamin K antagonists (VKA) such as warfarin and acenocoumarol is recommended in patients with atrial fibrillation (AF) and risk factors for embolism. | The quality of anticoagulation control with VKA may be assessed by the time in therapeutic range (TTR).,ABSTRACT: BACKGROUND: Oral anticoagulation therapy with vitamin K antagonists (VKA) such as warfarin and acenocoumarol is recommended in patients with atrial fibrillation (AF) and risk factors for embolism.,,False,automated_from_observed_title_abstract,20
A1,REC-PUBMED-24052022,24052022,"Vitamin K intake, body mass index and warfarin maintenance dose.",Kabagambe EK; Beasley TM; Limdi NA,Cardiology,2013.0,10.1159/000354218,https://pubmed.ncbi.nlm.nih.gov/24052022/,"Journal Article|Research Support, N.I.H., Extramural",include_candidate_design_unclear,"Vitamin K intake, body mass index and warfarin maintenance dose.. | BACKGROUND: Warfarin inhibits vitamin K-dependent coagulation factors.",vitamin k,,BACKGROUND: Warfarin inhibits vitamin K-dependent coagulation factors.,"ABSTRACT: Vitamin K intake, body mass index and warfarin maintenance dose.. | We hypothesized that body mass index (BMI), a proxy of body fat, may interact with vitamin K intake in determining a warfarin maintenance (WM) dose. | RESULTS: Warfarin loading dose correlated with the maintenance dose (r = 0.36, p < 0.0001) but was not significantly associated with WM dose in analyses adjusted for vitamin K epoxide reductase (VKORC1) and cytochrome P450 2C9 (CYP2C9) genotypes.",https://pmc.ncbi.nlm.nih.gov/articles/PMC4038335/,False,automated_from_observed_title_abstract,20
A1,REC-PUBMED-20151978,20151978,Influence of dietary vitamin K intake on subtherapeutic oral anticoagulant therapy.,Rombouts EK; Rosendaal FR; van der Meer FJ,British journal of haematology,2010.0,10.1111/j.1365-2141.2010.08108.x,https://pubmed.ncbi.nlm.nih.gov/20151978/,Journal Article,include_candidate,Influence of dietary vitamin K intake on subtherapeutic oral anticoagulant therapy.. | It is unclear what advice should be given to patients using vitamin K antagonists with respect to dietary vitamin K intake.,vitamin k,,"We performed a nested case-control study in patients attending a Dutch anticoagulation clinic, to determine the association between vitamin K intake and subtherapeutic International Normalized Ratio (INR) values and the interaction between usual and recent vitamin K intake. | Compared to patients with a normal usual vitamin K intake, those with a high vitamin K intake had a decreased risk of a subtherapeutic INR [Hazard Ratio (HR) 0.80, 95% confidence interval (CI): 0.56-1.16] and patients with a low vitamin K intake an increased risk (HR 1.33, 95% CI: 0.79-2.25). | Our results suggest that a high vitamin K intake reduces the risk of a low INR by lessening the influence of incidental consumption of vitamin K rich food on the INR.","ABSTRACT: Influence of dietary vitamin K intake on subtherapeutic oral anticoagulant therapy.. | It is unclear what advice should be given to patients using vitamin K antagonists with respect to dietary vitamin K intake. | We performed a nested case-control study in patients attending a Dutch anticoagulation clinic, to determine the association between vitamin K intake and subtherapeutic International Normalized Ratio (INR) values and the interaction between usual and recent vitamin K intake.",,False,automated_from_observed_title_abstract,19
A1,REC-PUBMED-2045759,2045759,The effect of dietary vitamin K on warfarin-induced anticoagulation.,Pedersen FM; Hamberg O; Hess K; Ovesen L,Journal of internal medicine,1991.0,10.1111/j.1365-2796.1991.tb00388.x,https://pubmed.ncbi.nlm.nih.gov/2045759/,Clinical Trial|Journal Article|Randomized Controlled Trial,include_candidate,"The effect of dietary vitamin K on warfarin-induced anticoagulation.. | We examined the effect of vitamin-K-rich vegetables, vitamin-K-poor vegetables and phytomenadione on the stability of warfarin-induced anticoagulation.",vitamin k,,"The effect of dietary vitamin K on warfarin-induced anticoagulation.. | We examined the effect of vitamin-K-rich vegetables, vitamin-K-poor vegetables and phytomenadione on the stability of warfarin-induced anticoagulation. | Dietary vitamin K should be regarded as an important environmental factor contributing to unwanted disturbances in warfarin-induced anticoagulation.","ABSTRACT: The effect of dietary vitamin K on warfarin-induced anticoagulation.. | Patients on stable anticoagulant treatment were randomized to either 1 (n = 5), 2 (n = 7) or 7 (n = 13) d with high intake of vitamin-K-rich vegetables (median daily vitamin K intake 1100 micrograms) or high intake of vitamin-K-poor vegetables (daily vitamin K intake 135 micrograms) for 6 d (n = 7), or habitual diet supplemented with 1000 micrograms of phytomenadione daily (n = 5). | Dietary vitamin K should be regarded as an important environmental factor contributing to unwanted disturbances in warfarin-induced anticoagulation.",,False,automated_from_observed_title_abstract,19
A1,REC-PUBMED-28610453,28610453,Proposed Criteria for the Use of Low-Dose Vitamin K Supplementation in Patients Using Vitamin K Antagonists: A Literature Review of a Clinical Controversy.,Evans CE; Getchell KE; Ivy DR,Journal of pharmacy practice,2018.0,10.1177/0897190017711518,https://pubmed.ncbi.nlm.nih.gov/28610453/,Journal Article|Review,include_candidate,"Proposed Criteria for the Use of Low-Dose Vitamin K Supplementation in Patients Using Vitamin K Antagonists: A Literature Review of a Clinical Controversy.. | BACKGROUND: Vitamin K antagonists (VKAs) have been used for decades to prevent thromboembolic events, but can be burdensome to patients based on numerous factors impacting anticoagulation control.",vitamin k,,"BACKGROUND: Vitamin K antagonists (VKAs) have been used for decades to prevent thromboembolic events, but can be burdensome to patients based on numerous factors impacting anticoagulation control. | Low-dose vitamin K supplementation has been theorized to improve anticoagulation control in patients on VKAs that may be vitamin K deficient. | LITERATURE REVIEW: The CHEST 2012 antithrombotic guidelines recommended against routine use of vitamin K supplementation in patients on VKAs.",ABSTRACT: Proposed Criteria for the Use of Low-Dose Vitamin K Supplementation in Patients Using Vitamin K Antagonists: A Literature Review of a Clinical Controversy.. | Low-dose vitamin K supplementation has been theorized to improve anticoagulation control in patients on VKAs that may be vitamin K deficient. | LITERATURE REVIEW: The CHEST 2012 antithrombotic guidelines recommended against routine use of vitamin K supplementation in patients on VKAs.,,False,automated_from_observed_title_abstract,18
A1,REC-PUBMED-18695375,18695375,Vitamin K supplementation to decrease variability of International Normalized Ratio in patients on vitamin K antagonists: a literature review.,Ford SK; Moll S,Current opinion in hematology,2008.0,10.1097/moh.0b013e328304b3c5,https://pubmed.ncbi.nlm.nih.gov/18695375/,Journal Article|Review,include_candidate,"Vitamin K supplementation to decrease variability of International Normalized Ratio in patients on vitamin K antagonists: a literature review.. | PURPOSE OF REVIEW: Many patients treated with vitamin K antagonists have unstable International Normalized Ratios (INRs), increasing the risk of thrombosis and bleeding events.",vitamin k,,"PURPOSE OF REVIEW: Many patients treated with vitamin K antagonists have unstable International Normalized Ratios (INRs), increasing the risk of thrombosis and bleeding events. | Changes in dietary vitamin K intake are known to lead to INR variability. | Therefore, it has been hypothesized that providing stable intake of vitamin K through daily supplementation may lead to decreased INR variability.","ABSTRACT: Vitamin K supplementation to decrease variability of International Normalized Ratio in patients on vitamin K antagonists: a literature review.. | Changes in dietary vitamin K intake are known to lead to INR variability. | Therefore, it has been hypothesized that providing stable intake of vitamin K through daily supplementation may lead to decreased INR variability.",,False,automated_from_observed_title_abstract,18
A1,REC-PUBMED-17143047,17143047,Dietary vitamin K intake and anticoagulation in elderly patients.,Rohde LE; de Assis MC; Rabelo ER,Current opinion in clinical nutrition and metabolic care,2007.0,10.1097/mco.0b013e328011c46c,https://pubmed.ncbi.nlm.nih.gov/17143047/,"Journal Article|Research Support, Non-U.S. Gov't|Review",include_candidate,Dietary vitamin K intake and anticoagulation in elderly patients.. | Oral anticoagulants competitively inhibit enzymes that participate in vitamin K metabolism.,vitamin k,,"Dietary vitamin K intake and anticoagulation in elderly patients.. | PURPOSE OF REVIEW: Vitamin K is an essential co-factor for the synthesis of several coagulation factors. | The purpose of this review is to evaluate the potential interaction of dietary vitamin K and coagulation stability, particularly in the elderly patient.","ABSTRACT: Dietary vitamin K intake and anticoagulation in elderly patients.. | Oral anticoagulants competitively inhibit enzymes that participate in vitamin K metabolism. | The purpose of this review is to evaluate the potential interaction of dietary vitamin K and coagulation stability, particularly in the elderly patient.",,False,automated_from_observed_title_abstract,18
A1,REC-PUBMED-16305294,16305294,Low-dose vitamin K to augment anticoagulation control.,Reese AM; Farnett LE; Lyons RM; Patel B; Morgan L; Bussey HI,Pharmacotherapy,2005.0,10.1592/phco.2005.25.12.1746,https://pubmed.ncbi.nlm.nih.gov/16305294/,Journal Article,include_candidate_design_unclear,Low-dose vitamin K to augment anticoagulation control.. | STUDY OBJECTIVES: To determine the effect of daily low-dose oral vitamin K supplementation on reducing variations in the international normalized ratios (INRs) in patients taking warfarin.,vitamin k,,"Low-dose vitamin K to augment anticoagulation control.. | SETTING: Anticoagulation clinic in a large, private-practice hematology group. | INTERVENTION: Daily supplementation with oral vitamin K, starting with 100 microg/day
MEASUREMENTS AND MAIN RESULTS: Anticoagulation providers monitored INR responses; all documented INR values were included in the analysis, even those intentionally allowed outside the therapeutic range when dosages were adjusted for procedures.","ABSTRACT: Low-dose vitamin K to augment anticoagulation control.. | STUDY OBJECTIVES: To determine the effect of daily low-dose oral vitamin K supplementation on reducing variations in the international normalized ratios (INRs) in patients taking warfarin. | INTERVENTION: Daily supplementation with oral vitamin K, starting with 100 microg/day
MEASUREMENTS AND MAIN RESULTS: Anticoagulation providers monitored INR responses; all documented INR values were included in the analysis, even those intentionally allowed outside the therapeutic range when dosages were adjusted for procedures.",,False,automated_from_observed_title_abstract,18
A1,REC-PUBMED-10102468,10102468,Vitamin K intake and sensitivity to warfarin in patients consuming regular diets.,Lubetsky A; Dekel-Stern E; Chetrit A; Lubin F; Halkin H,Thrombosis and haemostasis,1999.0,,https://pubmed.ncbi.nlm.nih.gov/10102468/,Journal Article,include_candidate,Vitamin K intake and sensitivity to warfarin in patients consuming regular diets.. | The effect of dietary vitamin K intake on warfarin sensitivity is known only from case reports and few small clinical studies.,vitamin k,,"Warfarin sensitivity index (WSI) was defined as final INR/final warfarin dose (mg/day/m2 of body surface area) (week 8). | The former had lower day 5 INR (median: 1.9 vs. | 3.0, p <0.001), needed more warfarin to achieve INR > or =2.0 (32.0+/-9.2 mg vs.",ABSTRACT: Vitamin K intake and sensitivity to warfarin in patients consuming regular diets.. | The effect of dietary vitamin K intake on warfarin sensitivity is known only from case reports and few small clinical studies. | We conclude that in 32% (16/50) of anticoagulated patients under usual dietary conditions sensitivity to warfarin is decreased by vitamin K intake > or =250 microg/day.,,False,automated_from_observed_title_abstract,16
A1,REC-PUBMED-31183847,31183847,Subtherapeutic Anticoagulation Control under Treatment with Vitamin K-Antagonists-Data from a Specialized Coagulation Service.,Prochaska JH; Hausner C; Nagler M; Göbel S; Eggebrecht L; Panova-Noeva M; Arnold N; Lauterbach M; Bickel C; Michal M; Hardt R; Espinola-Klein C; Lackner KJ; Münzel T; Wild PS,Thrombosis and haemostasis,2019.0,10.1055/s-0039-1692175,https://pubmed.ncbi.nlm.nih.gov/31183847/,Journal Article|Observational Study,include_candidate,"Subtherapeutic Anticoagulation Control under Treatment with Vitamin K-Antagonists-Data from a Specialized Coagulation Service.. | In contrast to overanticoagulation, evidence on risk factors and outcome of subtherapeutic oral anticoagulation (OAC) with vitamin K-antagonists (VKAs) under optimum care is limited.",vitamin k,,"Subtherapeutic Anticoagulation Control under Treatment with Vitamin K-Antagonists-Data from a Specialized Coagulation Service.. | In contrast to overanticoagulation, evidence on risk factors and outcome of subtherapeutic oral anticoagulation (OAC) with vitamin K-antagonists (VKAs) under optimum care is limited. | We investigated the clinical phenotype, anticoagulation control, and clinical outcome of 760 VKA patients who received OAC therapy by a specialized coagulation service in the thrombEVAL study (NCT01809015).","ABSTRACT: In contrast to overanticoagulation, evidence on risk factors and outcome of subtherapeutic oral anticoagulation (OAC) with vitamin K-antagonists (VKAs) under optimum care is limited.",,False,automated_from_observed_title_abstract,14
