report_id,record_id,pmid,question_ids,title,agent_provisional_study_id,agent_recommendation,linkage_evidence,trial_registration_ids,duplicate_cluster_ids,component_report_count,confidence,source_record_sha256,decision_authority,human_link_decision,human_study_id,verified_by,verified_at
RPT-PUBMED-35243876,REC-PUBMED-35243876,35243876,A1,Post-Intracranial Hemorrhage Antithrombotic Therapy in Patients With Atrial Fibrillation.,AGENT-STUDY-0A5F8DAD2231,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,cf542ec3bd33eb0e2e305bd29e3646280604e91fdcd8f7a838e27c938b5a0f63,agent_prereview_only,,,,
RPT-PUBMED-35244709,REC-PUBMED-35244709,35244709,A1,Impact of oral anticoagulation on the association between frailty and clinical outcomes in people with atrial fibrillation: nationwide primary care records on treatment analysis.,AGENT-STUDY-AA26FEBE96B8,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,fae15313e99b813ce32f1cfa15798a399e8b60bc9145ce0467e08dccf7f438d4,agent_prereview_only,,,,
RPT-PUBMED-35245945,REC-PUBMED-35245945,35245945,A1,The Immediate Effect of COVID-19 Vaccination on Anticoagulation Control in Patients Using Vitamin K Antagonists.,AGENT-STUDY-0986646BAA53,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,4ff2951907ea038702cb71fb41bfba2d0b8ee3feb5eab79efb93caed9bbdf3e5,agent_prereview_only,,,,
RPT-PUBMED-35250859,REC-PUBMED-35250859,35250859,B2,The Russian Registry of Chronic Hypoparathyroidism.,AGENT-STUDY-B3D183BC3FC0,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a4299894f0df520780d5e1ae1895a0aae80fc40f9a9af7165160ba316c524b8a,agent_prereview_only,,,,
RPT-PUBMED-35253983,REC-PUBMED-35253983,35253983,A1,Effect of polypharmacy on bleeding with rivaroxaban versus vitamin K antagonist for treatment of venous thromboembolism.,AGENT-STUDY-1088F600304F,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,e5e953faa8feaca05c611d6b72c02b77016a033a91424ed5e16745a2dff1362b,agent_prereview_only,,,,
RPT-PUBMED-35257027,REC-PUBMED-35257027,35257027,A1,Assessment of treatment patterns and patient awareness in atrial fibrillation patients using non-vitamin K antagonist oral anticoagulants (ASPECT-NOAC).,AGENT-STUDY-6B2238D0D015,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,094b2167f33245459a57fa5b6d38f578200b6436214598bbe418f443caf9eda0,agent_prereview_only,,,,
RPT-PUBMED-35261442,REC-PUBMED-35261442,35261442,A1,Time in therapeutic range of anticoagulation among patients with atrial fibrillation and cerebral amyloid angiopathy.,AGENT-STUDY-3A5C439F41BE,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7593d1108986cc8c04be6912b6d5ff9d2791fd00623ed4031ae37935b65c18b6,agent_prereview_only,,,,
RPT-PUBMED-35265981,REC-PUBMED-35265981,35265981,A1,Oral anticoagulants in patients with atrial fibrillation at low stroke risk: a multicentre observational study.,AGENT-STUDY-96D05C4E1826,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,71878afe7d16cf2352a1d98cad965a1e62ae4758c4d03b2ecbf76b1fb63f2e2a,agent_prereview_only,,,,
RPT-PUBMED-35266798,REC-PUBMED-35266798,35266798,A1,CoaguChek® XS versus standard laboratory prothrombin time for anticoagulant monitoring in patients with antiphospholipid syndrome.,AGENT-STUDY-2962AEFD7710,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,11107064c510731fd1b4e3214af24b70bb934d96a14164ec65fa871545010b10,agent_prereview_only,,,,
RPT-PUBMED-35267051,REC-PUBMED-35267051,35267051,A1,Treatment and outcomes of anticoagulated geriatric trauma patients with traumatic intracranial hemorrhage after falls.,AGENT-STUDY-DF852CB2FF65,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2badf4b21c65f06a347b2962c97142a549fafd410ea2130709e3fe466edc52f2,agent_prereview_only,,,,
RPT-PUBMED-35282483,REC-PUBMED-35282483,35282483,B2,AN INFANT WITH IDIOPATHIC HYPERCALCIURIA AND NEPHROLITHIASIS ASSOCIATED WITH CYP24A1 ENZYME POLYMORPHISM: A CASE REPORT.,AGENT-STUDY-159CB0938F66,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,4ea1add630ef8f9ce7cff4368dde7939a9374a85a0287fed9638f1b94e0d7416,agent_prereview_only,,,,
RPT-PUBMED-35287588,REC-PUBMED-35287588,35287588,A1,Non-vitamin K antagonist oral anticoagulants in venous thromboembolism patients: a meta-analysis of real-world studies.,AGENT-STUDY-D9DC11840EF7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ae38e7994a1e290fcca136894002f407bf5c856311aba60dff451e25b663816b,agent_prereview_only,,,,
RPT-PUBMED-35287704,REC-PUBMED-35287704,35287704,A1,Liver infarctions as the first manifestation of antiphospholipid antibody syndrome in pregnancy: a case report.,AGENT-STUDY-CDD596696629,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,1194b0b48ecf83aaf7a61d2325b010b1ea2fb248b4433582ae4fe23cd41abd98,agent_prereview_only,,,,
RPT-PUBMED-35289573,REC-PUBMED-35289573,35289573,B2,Parathyroid Disorders.,AGENT-STUDY-144E0C5854F1,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a8801ab6f57439942656ff25633c15c9739291d0e4cf33f00c2983305b177289,agent_prereview_only,,,,
RPT-PUBMED-35291895,REC-PUBMED-35291895,35291895,B3,Vitamin C intake and multiple health outcomes: an umbrella review of systematic reviews and meta-analyses.,AGENT-STUDY-6D2CB2F15EE3,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,37c91a5d69be13a0f1791aab90459654901336040eb37b8f5304e31fd237eed2,agent_prereview_only,,,,
RPT-PUBMED-35292921,REC-PUBMED-35292921,35292921,A1,Comparison of the Efficacy and Safety of Non-vitamin K Antagonist Oral Anticoagulants with Warfarin in Atrial Fibrillation Patients with a History of Bleeding: A Systematic Review and Meta-Analysis.,AGENT-STUDY-5C227BC85727,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3146bd1c5ef6c216a65b2f25a9226aa28945a6193827be4ba7b1b766da6d46dd,agent_prereview_only,,,,
RPT-PUBMED-35294623,REC-PUBMED-35294623,35294623,A1,Dabigatran versus vitamin K antagonists for atrial fibrillation in clinical practice: final outcomes from Phase III of the GLORIA-AF registry.,AGENT-STUDY-6AE2A0530EC3,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,NCT01468701|NCT01671007,,1,low,ade076937f853681de53ac85f348c866d92fabd9b1bc66c42078cb2f6549f0e5,agent_prereview_only,,,,
RPT-PUBMED-35296907,REC-PUBMED-35296907,35296907,A1,Direct oral anticoagulants versus warfarin in nonvalvular atrial fibrillation patients with prior gastrointestinal bleeding: a network meta-analysis of real-world data.,AGENT-STUDY-26E437E4DBF1,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,6454a2b7866f9d31cb730ad3d471f83ab84abff9c3b174f8036523657acaff36,agent_prereview_only,,,,
RPT-PUBMED-35297395,REC-PUBMED-35297395,35297395,A1,American College of Gastroenterology-Canadian Association of Gastroenterology Clinical Practice Guideline: Management of Anticoagulants and Antiplatelets During Acute Gastrointestinal Bleeding and the Periendoscopic Period.,AGENT-STUDY-DA76BE005B98,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,fd377fbb7521671049e8138e1b0e1173a9f0c7afc040bfcdc56400daef1a3b0c,agent_prereview_only,,,,
RPT-PUBMED-35300253,REC-PUBMED-35300253,35300253,A1,Decrease in incidence of oral anticoagulant-related intracerebral hemorrhage over the past decade in the Netherlands.,AGENT-STUDY-4819C28A0FD8,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b486d6c2524304cc952e2f22d639d8f7eaa101df95e57d66c54f0bb3150a79c9,agent_prereview_only,,,,
RPT-PUBMED-35306032,REC-PUBMED-35306032,35306032,A1,RIvaroxaban in mitral stenosis (RISE MS): A pilot randomized clinical trial.,AGENT-STUDY-0D56920CE1FB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,NCT03926156,,1,low,dfe8dbdee8fbef131187c2741d91c28f8c867f20ccef887bba21117341436054,agent_prereview_only,,,,
RPT-PUBMED-35306980,REC-PUBMED-35306980,35306980,B2,Chronic Kidney Disease-Mineral Bone Disease Biomarkers in Kidney Transplant Patients.,AGENT-STUDY-CB24C0DA9A70,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,1576a974410ea714093584f7dfbf1e399ed72e2875afb53d035b34a72ba6c9bf,agent_prereview_only,,,,
RPT-PUBMED-35309585,REC-PUBMED-35309585,35309585,A1,Sex-Differences in Oral Anticoagulant-Related Intracerebral Hemorrhage.,AGENT-STUDY-633602DD559A,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f033fd79a298e43c6994870fe45373bef6cac9a47a50e4944a8ae8a5abbd377d,agent_prereview_only,,,,
RPT-PUBMED-35316943,REC-PUBMED-35316943,35316943,A1,"Lupus anticoagulant testing during anticoagulation, including direct oral anticoagulants.",AGENT-STUDY-7737BA12E2BE,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2dd2fff947dab7223b40fff00aaf499100eeb060c541096dfdaa74fa6e900767,agent_prereview_only,,,,
RPT-PUBMED-35319395,REC-PUBMED-35319395,35319395,A1,Anticoagulation in Atrial Fibrillation Associated with Mitral Stenosis.,AGENT-STUDY-41AA9940E227,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,4862c7d14388e259f5476e880099ad9afb3fc0cd9cbbb87a7d7b31e10a0c5c3c,agent_prereview_only,,,,
RPT-PUBMED-35324035,REC-PUBMED-35324035,35324035,A1,"Association between pre-admission anticoagulation and in-hospital death, venous thromboembolism, and major bleeding among hospitalized COVID-19 patients in Japan.",AGENT-STUDY-C7016CD102A1,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a6168c99d693d91bba5ff7ede76f4be0324d1799e9a605e564d4a912db0555cc,agent_prereview_only,,,,
RPT-PUBMED-35329845,REC-PUBMED-35329845,35329845,A1,Prevalence and Rate of Resolution of Left Atrial Thrombus in Patients with Non-Valvular Atrial Fibrillation: A Two-Center Retrospective Real-World Study.,AGENT-STUDY-093BCB6E1453,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f0023700165289fd74145fd246ddc384b31adef7622cd39d0a8224588bf98ed8,agent_prereview_only,,,,
RPT-PUBMED-35330364,REC-PUBMED-35330364,35330364,A1,Circulating Endothelial Cell Levels Correlate with Treatment Outcomes of Splanchnic Vein Thrombosis in Patients with Chronic Myeloproliferative Neoplasms.,AGENT-STUDY-184CB83ED1D3,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c20ac4d2b833102e06e90da7d83429212d6954c33829ebaaa5b99829d64989ae,agent_prereview_only,,,,
RPT-PUBMED-35330486,REC-PUBMED-35330486,35330486,A1,Relation of the 'Atrial Fibrillation Better Care (ABC) Pathway' to the Quality of Anticoagulation in Atrial Fibrillation Patients Taking Vitamin K Antagonists.,AGENT-STUDY-4F479183A37D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,64e028c2c2212d04c8584bf781af5e86dc9390e1f5ff735809605e9b5b28c165,agent_prereview_only,,,,
RPT-PUBMED-35334514,REC-PUBMED-35334514,35334514,A1,Use of Anticoagulant Therapy in Patients with Acute Myocardial Infarction and Atrial Fibrillation.,AGENT-STUDY-F301C81CC553,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,5ee3cd611eff0e733bc23955122e9f4d7f37201a74ad74fcc4612a38c978a388,agent_prereview_only,,,,
RPT-PUBMED-35338038,REC-PUBMED-35338038,35338038,A1,Recurrent strokes and memory loss in a patient with triple-positive antiphospholipid antibody syndrome.,AGENT-STUDY-0E733686961F,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,112d9eb7bdafa3684109e380ce19eb04318f2297495a3a39f6ac13ec88a3ffb1,agent_prereview_only,,,,
RPT-PUBMED-35338393,REC-PUBMED-35338393,35338393,B2,Use of Teriparatide in Hyperphosphatemic Familial Tumor Calcinosis: Evaluating the Interaction Between FGF23 and PTH on the Phosphaturic Effect.,AGENT-STUDY-F78BAE585030,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9689fc49b9fbd658c2d082e238d5d70b5f8153daf42af46e283adc664fad5154,agent_prereview_only,,,,
RPT-PUBMED-35341071,REC-PUBMED-35341071,35341071,A1,Direct Oral Anticoagulant removal by a DOAC filter: Impact on lupus anticoagulant testing - Evaluation on spiked and patient samples.,AGENT-STUDY-E5271183ECB4,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f90de7f5495760e00a54b18b0fe4e054e01a6e67eecf74b6b474ce0edfd9ce8f,agent_prereview_only,,,,
RPT-PUBMED-35343515,REC-PUBMED-35343515,35343515,A1,[Early detection of cancer after bleeding during oral anticoagulant therapy in patients with atrial fibrillation: a new perspective].,AGENT-STUDY-8510A16DE8AA,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,8863744c58a3cdba24a0ca42e0e3b618cca0ecbcb0dd80c36e024df6068b8192,agent_prereview_only,,,,
RPT-PUBMED-35347478,REC-PUBMED-35347478,35347478,A1,Switching from warfarin to direct-acting oral anticoagulants: it is time to move forward!,AGENT-STUDY-9F100B388722,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,472e67135e3f8deec77c82dfb72d29caabf8309dcaca096891cf693cdf31969f,agent_prereview_only,,,,
RPT-PUBMED-35351141,REC-PUBMED-35351141,35351141,B2,"Local nebulization of 1α,25(OH)2D3 attenuates LPS-induced acute lung inflammation.",AGENT-STUDY-4B1281AEED0C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2428830cf9df09a854ac6a0ac74fec013a6fe1a1a190bf5486bdab2ed49906b7,agent_prereview_only,,,,
RPT-PUBMED-35352187,REC-PUBMED-35352187,35352187,B2,Rickets guidance: part II-management.,AGENT-STUDY-2F4CD9C8F99F,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9978e9dfe12ee35c81d47758478b2d702030e7dba4873cb4aa861d8f643113b3,agent_prereview_only,,,,
RPT-PUBMED-35352189,REC-PUBMED-35352189,35352189,B2,Nephrocalcinosis in children who received high-dose vitamin D.,AGENT-STUDY-49DE7EC2443C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,951233f90209f3439c2d359fbeb776ffa66ee9ef775a0e346ac4c2c7ee6dab15,agent_prereview_only,,,,
RPT-PUBMED-35352367,REC-PUBMED-35352367,35352367,A1,Real-life contemporary vitamin K antagonist is still associated with very low time in therapeutic range despite strict international normalized ratio monitoring: Results of big data analysis.,AGENT-STUDY-84FF9DEF96BB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,4d0dc8958f0879224eaa974d02e789ce95c1dcce01dd3ead0201b6695b482a18,agent_prereview_only,,,,
RPT-PUBMED-35360925,REC-PUBMED-35360925,35360925,A1,Real-world evidence comparing oral anticoagulants in non-valvular atrial fibrillation: a systematic review and network meta-analysis.,AGENT-STUDY-98D57CA75ED8,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,0607b74302cb9eb8b1e5944e946281e34df58e596a6c124d4e0b79c00bdcea0e,agent_prereview_only,,,,
RPT-PUBMED-35362089,REC-PUBMED-35362089,35362089,A1,Efficacy and safety of the direct oral anti-coagulants in patients with cerebral vein thrombosis: A systematic review and meta-analysis.,AGENT-STUDY-F00986372CCB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,25be6d0272f7e5866a28be4fc824707e39c711a39972a13bd889ff43020bad60,agent_prereview_only,,,,
RPT-PUBMED-35363159,REC-PUBMED-35363159,35363159,A1,New cerebral microbleeds in AF patients on non-vitamin K oral anticoagulants or warfarin: One-year follow-up.,AGENT-STUDY-FBBED1DCEE40,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,25577b5ba3457d06824122a29d3c1a9e600701e44a1013c20fd07c7c90a36ee4,agent_prereview_only,,,,
RPT-PUBMED-35368325,REC-PUBMED-35368325,35368325,A1,American College of Gastroenterology-Canadian Association of Gastroenterology Clinical Practice Guideline: Management of Anticoagulants and Antiplatelets During Acute Gastrointestinal Bleeding and the Periendoscopic Period.,AGENT-STUDY-70D3C170E24F,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,38a05883f98267e5a6dc7f7caf319a4017ba0534ec706af38e6ea43b9af846de,agent_prereview_only,,,,
RPT-PUBMED-35372665,REC-PUBMED-35372665,35372665,A1,Clinical features and outcomes of patients in different age groups with non-valvular atrial fibrillation receiving oral anticoagulants.,AGENT-STUDY-8974806F8A31,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,da03720b60743cb5df6b3c2d3c40115c58b5c31ce5eaaa5bc643d6a1f6d22ffe,agent_prereview_only,,,,
RPT-PUBMED-35377263,REC-PUBMED-35377263,35377263,A1,Biopharmaceutics considerations for direct oral anticoagulants.,AGENT-STUDY-83B38657A8CC,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,74865933628776b6bfb113837eae1641ec67cf952f12d8078d955287d6c7f2bb,agent_prereview_only,,,,
RPT-PUBMED-35380415,REC-PUBMED-35380415,35380415,A1,Conservative initial postoperative anticoagulation strategy after HeartMate 3 left ventricular assist device implantation.,AGENT-STUDY-2E5B025184F0,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d6e727b53ccb690e4dc57bbf5b3695cc986b4fc812ac7ab624f1d8c1f60a4961,agent_prereview_only,,,,
RPT-PUBMED-35383658,REC-PUBMED-35383658,35383658,A1,Direct Oral Anticoagulants Versus Vitamin K Antagonists for the Treatment of Left Ventricular Thrombus: An Updated Meta-Analysis of Cohort Studies and Randomized Controlled Trials.,AGENT-STUDY-53EA019E490B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,73c147bdabdb13a2e1d3d30ce836b3afe0cf96eefef609701874b4f73480d67b,agent_prereview_only,,,,
RPT-PUBMED-35384000,REC-PUBMED-35384000,35384000,A1,Impact of timing and dosing of four-factor prothrombin complex concentrate administration on outcomes in warfarin-associated intracranial hemorrhage.,AGENT-STUDY-711019B36B1D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,82ca68d12ebcde34efdbc28e15efa50bd34fcc7c225beb9654d0123a9950cd49,agent_prereview_only,,,,
RPT-PUBMED-35386093,REC-PUBMED-35386093,35386093,A1,DOACs and Atherosclerotic Cardiovascular Disease Management: Can We Find the Right Balance Between Efficacy and Harm.,AGENT-STUDY-DB0864AD304F,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,47f0ad201fd765c6e553f23efaa6b0599f51ea89144c2170b70e8f8aad803369,agent_prereview_only,,,,
RPT-PUBMED-35386604,REC-PUBMED-35386604,35386604,B2,Kidney Cysts in Hypophosphatemic Rickets With Hypercalciuria: A Case Series.,AGENT-STUDY-3AB03F3632D9,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9a2378cea4fcc9e69c75448878feee6d70b18041043f438198702cbbe6be3962,agent_prereview_only,,,,
RPT-PUBMED-35387437,REC-PUBMED-35387437,35387437,A1,Comparative Safety and Efficacy of Eight Antithrombotic Regimens for Patients With Atrial Fibrillation Undergoing Percutaneous Coronary Intervention.,AGENT-STUDY-A7F63869E64D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,5bf1ec073598432d70a6c5ed151d365421a738dc72ff6c300fe1a05cf7c867cd,agent_prereview_only,,,,
RPT-PUBMED-35395931,REC-PUBMED-35395931,35395931,A1,The management of anticoagulants in patients with atrial fibrillation and history of falls or risk of falls: protocol for a systematic review and meta-analysis.,AGENT-STUDY-D6CB3CFDF6F6,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,37534f283b182f68319049491210682c9afba08fdb4a4a0fedf10f7cdaa2e1ba,agent_prereview_only,,,,
RPT-PUBMED-35396339,REC-PUBMED-35396339,35396339,A1,"Aetiology, secondary prevention strategies and outcomes of ischaemic stroke despite oral anticoagulant therapy in patients with atrial fibrillation.",AGENT-STUDY-9B0F885CF776,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,ISRCTN48292829,,1,low,460a2a8b8f3f0cf053409a7a2c12e85be03bb1b0631454d4ac5d505cbc4ea8c0,agent_prereview_only,,,,
RPT-PUBMED-35400334,REC-PUBMED-35400334,35400334,A1,Direct Oral Anticoagulants Compared with Vitamin K Antagonists for Left Ventricular Thrombus: A Systematic Review and Meta-analysis.,AGENT-STUDY-915BB15C0428,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,837eb7846c8552414c0bd7c75477a29f24d1beda990467636d589537c4d28a0d,agent_prereview_only,,,,
RPT-PUBMED-35407480,REC-PUBMED-35407480,35407480,A1,Optimal Anticoagulant Strategy for Periprocedural Management of Atrial Fibrillation Ablation: A Systematic Review and Network Meta-Analysis.,AGENT-STUDY-CE96684F81B4,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ddb9ea8c19a444a962952b05c7247427b90de3fa9eda35fa1f679015a1154103,agent_prereview_only,,,,
RPT-PUBMED-35407553,REC-PUBMED-35407553,35407553,A1,A Prospective Study to Evaluate the Effectiveness of Edoxaban for the Resolution of Left Atrial Thrombosis in Patients with Atrial Fibrillation.,AGENT-STUDY-7E6BC52B2F07,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,8a5f7086a1a286f09b1f12aaa37563c542e72b3702331bd3e2b3692017c680ed,agent_prereview_only,,,,
RPT-PUBMED-35417935,REC-PUBMED-35417935,35417935,A1,Gastrointestinal bleeding risk of non-vitamin K antagonist oral anticoagulants versus warfarin in general and after polypectomy: a population-based study with propensity score matching analysis.,AGENT-STUDY-A67ACF072E9D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,1a1965c17fcaf3db7d731574ce0a75c3853648ed67d85668d13fe9fa71d73208,agent_prereview_only,,,,
RPT-PUBMED-35420658,REC-PUBMED-35420658,35420658,B2,Safety of High-Dose Vitamin D Supplementation Among Children Aged 0 to 6 Years: A Systematic Review and Meta-analysis.,AGENT-STUDY-EA318DC229F1,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7f346df321571f01d7185d8f9df38e827c6d8fb78a8eb7ce32e2db75cde1e61f,agent_prereview_only,,,,
RPT-PUBMED-35425821,REC-PUBMED-35425821,35425821,A1,Uninterrupted DOACs Approach for Catheter Ablation of Atrial Fibrillation: Do DOACs Levels Matter?,AGENT-STUDY-B430AEF16508,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ff3801c8cf876cb274e74962814110bf876b0bfe08c599fe6a4b7197a10bb9a8,agent_prereview_only,,,,
RPT-PUBMED-35426089,REC-PUBMED-35426089,35426089,A1,[Changes in Prescription Patterns of Oral Anticoagulants in Family Practices after Marketing Approval of Direct Oral Anticoagulants].,AGENT-STUDY-1B099FBA8784,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3db8dccc5117fc5eb844f7da6441c2fb6ec2123086b79ec45a39eb5193c968ae,agent_prereview_only,,,,
RPT-PUBMED-35427363,REC-PUBMED-35427363,35427363,B2,Vitamin D3 supplementation during pregnancy and lactation for women living with HIV in Tanzania: A randomized controlled trial.,AGENT-STUDY-0636EA22FA0B,provisional_multi_report_study_needs_validation,shared_trial_registration,NCT02305927,,2,high,45c0a8590146f6410731ccce697d595ba9d8b63aea4bcd41ea639a9fd7cb00e7,agent_prereview_only,,,,
RPT-PUBMED-35427444,REC-PUBMED-35427444,35427444,A1,"Development of a liquid chromatography mass spectrometry method for the determination of vitamin K1, menaquinone-4, menaquinone-7 and vitamin K1-2,3 epoxide in serum of individuals without vitamin K supplements.",AGENT-STUDY-63C8051C64BD,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9853f8483e1e4c26d5600f577abd985b381f03475f60737b431c249b486a9230,agent_prereview_only,,,,
RPT-PUBMED-35433891,REC-PUBMED-35433891,35433891,A1,Increased Prevalence of Elevated D-Dimer Levels in Patients on Direct Oral Anticoagulants: Results of a Large Retrospective Study.,AGENT-STUDY-DAF6DED81B2B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,1ad385d00afed5585445884dd53dc5acacbdaa6c67bdb0e84379d939398a9eef,agent_prereview_only,,,,
RPT-PUBMED-35436607,REC-PUBMED-35436607,35436607,A1,The non-vitamin K antagonist oral anticoagulants and heparin-induced prolongation of the activated coagulation time.,AGENT-STUDY-EBABB511C6D7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ad248b7d08250561d9b9dc1a415cb17cf42b88afc78cfe2f398ec75d0e1e373f,agent_prereview_only,,,,
RPT-PUBMED-35437440,REC-PUBMED-35437440,35437440,B2,Occult Renal Calcifications in Patients with Normocalcemic Primary Hyperparathyroidism and Their Association with the Parathyroid Hormone-Vitamin D Axis.,AGENT-STUDY-FAA5F8CD10EA,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3ce6ed624139be096d11af2d85e4dc5998538918247f12890b0f8b05876059bd,agent_prereview_only,,,,
RPT-PUBMED-35439299,REC-PUBMED-35439299,35439299,A1,Which antithrombotic strategy provides the best outcomes after mitral valve repair in patients who remain in sinus rhythm?,AGENT-STUDY-6EC91638A026,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,056984ea99f5108afcdf87b4aa69ff6c6dfacb19cd324ac26833bd542deae99f,agent_prereview_only,,,,
RPT-PUBMED-35444089,REC-PUBMED-35444089,35444089,A1,Development of a sandwich enzyme-linked immunosorbent assay (ELISA) to quantify γ-glutamyl-carboxylated clotting factor IX and assess redox susceptibility of anticoagulant chemicals.,AGENT-STUDY-E85D4671DB93,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9e59236b63824a5ea555b647f2cdcefbec16d657804f9efe81ed61d14f0545c2,agent_prereview_only,,,,
RPT-PUBMED-35449605,REC-PUBMED-35449605,35449605,A1,Real-World Comparisons of Low-Dose NOACs versus Standard-Dose NOACs or Warfarin on Efficacy and Safety in Patients with AF: A Meta-Analysis.,AGENT-STUDY-0A703742AAB7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f496877e48eb4f8207cbbcc9a346937b6be2d1697783f7769ee08129ed9bf9f7,agent_prereview_only,,,,
RPT-PUBMED-35451393,REC-PUBMED-35451393,35451393,B3,Chaga mushroom-induced oxalate nephropathy that clinically manifested as nephrotic syndrome: A case report.,AGENT-STUDY-59B6E1BA3D26,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,efc86d2f6574cffd54fae2f2e257071555021d70ac000b535daa376b383a9a9f,agent_prereview_only,,,,
