retrieval_id,record_id,question_id,nct_id,brief_title,overall_status,agent_recommendation,recommendation_reason,matched_population_terms,matched_exposure_terms,matched_outcome_terms,uncertainty_flags,registry_url,source_context_sha256,decision_authority,human_decision
RET-A2-CTGOV-NCT02178410,REC-CTGOV-NCT02178410,A2,NCT02178410,VITAL Rhythm Study,ACTIVE_NOT_RECRUITING,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,omega 3|omega-3|fish oil,,,https://clinicaltrials.gov/study/NCT02178410,bb9fa98914ce099d58185d18b5da86f815929d8f9e0792136a2fa49621d61b5e,agent_prereview_only,
RET-A2-CTGOV-NCT00552084,REC-CTGOV-NCT00552084,A2,NCT00552084,Evaluating the Effectiveness of Fish Oil Supplements at Reducing the Recurrence of Atrial Fibrillation,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,fish oil,,,https://clinicaltrials.gov/study/NCT00552084,459cf0aa3df6a9c6bff6fc75f864170871712e86732ccb1b37282d8d5427e16e,agent_prereview_only,
RET-A2-CTGOV-NCT00508248,REC-CTGOV-NCT00508248,A2,NCT00508248,Omega 3 Fatty Acids and Atrial Fibrillation,WITHDRAWN,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,omega 3|omega-3,,inactive_or_stopped,https://clinicaltrials.gov/study/NCT00508248,16f920188d3b0a0fe84925710b3de813adb93abe40c3f0e21c6eaaf1367280f9,agent_prereview_only,
RET-A2-CTGOV-NCT00232219,REC-CTGOV-NCT00232219,A2,NCT00232219,Use of Fish Oils to Reduce Recurrence of Atrial Fibrillation Following DC Cardioversion,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,fish oil,,,https://clinicaltrials.gov/study/NCT00232219,fb8bda46f207241de91c66d290a46428459f88f34eb3068aa0fd65ee9061809a,agent_prereview_only,
RET-B1-CTGOV-NCT05365477,REC-CTGOV-NCT05365477,B1,NCT05365477,Empiric Versus Selective Prevention Strategies for Kidney Stone Disease,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone|nephrolithiasis,,https://clinicaltrials.gov/study/NCT05365477,800d0f6252bdb551de501dee794cc933e6be095a0ca05fd2cfc03706d85d0f19,agent_prereview_only,
RET-B1-CTGOV-NCT00472823,REC-CTGOV-NCT00472823,B1,NCT00472823,Vitamin D Supplementation in Older Women,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,calcium citrate,,,https://clinicaltrials.gov/study/NCT00472823,e0d2e109d34129d73c46f9db8dd3c14006c13b0360c66ff82d46c695ee3724ac,agent_prereview_only,
RET-B1-CTGOV-NCT04437225,REC-CTGOV-NCT04437225,B1,NCT04437225,Renal Metabolism of Glycolate to Oxalate,ACTIVE_NOT_RECRUITING,likely_exclude_needs_validation,질문별 노출·결과 구조화 신호가 없지만 사람 검토 전에는 제외로 확정하지 않습니다.,,,,,https://clinicaltrials.gov/study/NCT04437225,19d424ba21ac41594376b79e2e096a36179d1e5ed13c160f2bde31b96d8e1d61,agent_prereview_only,
RET-B1-CTGOV-NCT07465367,REC-CTGOV-NCT07465367,B1,NCT07465367,Methionine for CaPhos Stone,NOT_YET_RECRUITING,likely_exclude_needs_validation,질문별 노출·결과 구조화 신호가 없지만 사람 검토 전에는 제외로 확정하지 않습니다.,,,,,https://clinicaltrials.gov/study/NCT07465367,873f923e11fdd3d0bf8fac8b070a916d5d9d7d04df462c001cbe431a281280d9,agent_prereview_only,
RET-B1-CTGOV-NCT00120731,REC-CTGOV-NCT00120731,B1,NCT00120731,Effects of Potassium Citrate in Urine of Children With Elevated Calcium in Urine and Kidney Stones,WITHDRAWN,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney calculi|urolithiasis|hypercalciuria,inactive_or_stopped,https://clinicaltrials.gov/study/NCT00120731,2b84eab21448acdc26e8ac205f1cc3abb3d7b187730131d199cc7b121bbcee43,agent_prereview_only,
RET-B1-CTGOV-NCT01735461,REC-CTGOV-NCT01735461,B1,NCT01735461,Calcium Supplements Strategy for Kidney Stones Prevention in Crohn's Patients,UNKNOWN,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,,calcium carbonate|calcium supplementation,kidney calculi,,https://clinicaltrials.gov/study/NCT01735461,3b72b5958cfe2e6967627cb45179cdb11f21419383e9ff2ce6996487214af950,agent_prereview_only,
RET-B1-CTGOV-NCT05525130,REC-CTGOV-NCT05525130,B1,NCT05525130,Study of the Administration of a Food Supplement in Patients With Lithiasis Treated With Extracorporeal Shock Wave Lithotripsy.,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,nephrolithiasis,,https://clinicaltrials.gov/study/NCT05525130,4dd1a108e395fa13bd13ef93e07f5b371535d02bf4ab7c1093b098dba5f7d6e8,agent_prereview_only,
RET-B1-CTGOV-NCT04080973,REC-CTGOV-NCT04080973,B1,NCT04080973,Metabolic Workup in Patients Suffering From Kidney Stone Disease and Osteopenia,UNKNOWN,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone|urolithiasis,,https://clinicaltrials.gov/study/NCT04080973,3863640eb2ea27e0d9e4f714907b7ed2f243f6b61df2f9583926d0871e38b719,agent_prereview_only,
RET-B1-CTGOV-NCT03924596,REC-CTGOV-NCT03924596,B1,NCT03924596,Treatment of Renal Stones With Frankincense (Luban),UNKNOWN,likely_exclude_needs_validation,질문별 노출·결과 구조화 신호가 없지만 사람 검토 전에는 제외로 확정하지 않습니다.,,,,,https://clinicaltrials.gov/study/NCT03924596,05479baa59b429d74c38febf8152d573283e96511f6fc202dcfc9ac5bc26f608,agent_prereview_only,
RET-B1-CTGOV-NCT05680818,REC-CTGOV-NCT05680818,B1,NCT05680818,Efficacy and Safety of Encaleret Compared to Standard of Care in Participants With ADH1,ACTIVE_NOT_RECRUITING,likely_exclude_needs_validation,질문별 노출·결과 구조화 신호가 없지만 사람 검토 전에는 제외로 확정하지 않습니다.,,,,,https://clinicaltrials.gov/study/NCT05680818,f5e969335a3cbdb233628a80d23c235d9182c194bebacf31cbdcb81211eb2be9,agent_prereview_only,
RET-B1-CTGOV-NCT04051346,REC-CTGOV-NCT04051346,B1,NCT04051346,Dietary Oxalate and Innate Immunity in Kidney Stone Disease,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone,,https://clinicaltrials.gov/study/NCT04051346,3428a2122777889fcdcf7eff86c060144c9d7d72a81e0dd123ec01e9ad1d48d1,agent_prereview_only,
RET-B1-CTGOV-NCT07408076,REC-CTGOV-NCT07408076,B1,NCT07408076,Sodium Bicarbonate as an Alternative to Potassium Citrate for Kidney Stones,NOT_YET_RECRUITING,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,urolithiasis|nephrolithiasis,,https://clinicaltrials.gov/study/NCT07408076,08b776d199cbf6a9e3c41ef285b5b67b8f98b91fc8a402c2d87ed52344bfd23b,agent_prereview_only,
RET-B1-CTGOV-NCT01330940,REC-CTGOV-NCT01330940,B1,NCT01330940,Effect of Diet Orange Soda on Urinary Lithogenicity,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,urolithiasis|nephrolithiasis,,https://clinicaltrials.gov/study/NCT01330940,45e482948f0ca1edb5a404ce29b967e288ce5d66350925ccb2212d97aecaf3aa,agent_prereview_only,
RET-B1-CTGOV-NCT06003348,REC-CTGOV-NCT06003348,B1,NCT06003348,Hydroxycitrate: A Novel Therapy for Calcium Phosphate Urinary Stones,RECRUITING,likely_exclude_needs_validation,질문별 노출·결과 구조화 신호가 없지만 사람 검토 전에는 제외로 확정하지 않습니다.,,,,,https://clinicaltrials.gov/study/NCT06003348,54b0052150c7b5b5a3cac306bd1e3d181a91836f32fb572933c9bdbade1460a5,agent_prereview_only,
RET-B1-CTGOV-NCT06330246,REC-CTGOV-NCT06330246,B1,NCT06330246,O. Formigenes Colonization in Calcium Oxalate Kidney Stone Disease,RECRUITING,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone|kidney calculi|urolithiasis|nephrolithiasis,,https://clinicaltrials.gov/study/NCT06330246,3c3afb88021e80d916c6369d69de1520b3e1f153562e3fadee3bcede33a51f92,agent_prereview_only,
RET-B1-CTGOV-NCT05417568,REC-CTGOV-NCT05417568,B1,NCT05417568,Oxalate-Driven Host Responses in Kidney Stone Disease,RECRUITING,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone,,https://clinicaltrials.gov/study/NCT05417568,b8208496237afcbd4b0f3c70df309b0db7b86ab1d15d148870e7db5a21d80af2,agent_prereview_only,
RET-B1-CTGOV-NCT01329042,REC-CTGOV-NCT01329042,B1,NCT01329042,Efficacy of Potassium Sodium Hydrogen Citrate Therapy on Renal Stone Recurrence and/or Residual Fragments After Shockwave Lithotripsy and Percutaneous Nephrolithotomy in Calcium Oxalate Urolithiasis,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,renal stone|kidney calculi|urolithiasis,,https://clinicaltrials.gov/study/NCT01329042,65de4cb8d757a3d71b9784c9d8164c84b328633af5e3f269c7851a2fc4547860,agent_prereview_only,
RET-B1-CTGOV-NCT03348228,REC-CTGOV-NCT03348228,B1,NCT03348228,Effect of Hydroxycitrate on Urine Chemistry,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,nephrolithiasis,,https://clinicaltrials.gov/study/NCT03348228,4542433bb4ead024a61d6fece6045b0f17a232e3d849692370a1493456bcd9e4,agent_prereview_only,
RET-B1-CTGOV-NCT05229952,REC-CTGOV-NCT05229952,B1,NCT05229952,Assessment of Endogenous Oxalate Synthesis,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone,,https://clinicaltrials.gov/study/NCT05229952,bf17a31e8df9b2dcbb81b1fc97d338d476fe56cf188653a65119d204f41d91ce,agent_prereview_only,
RET-B1-CTGOV-NCT01980004,REC-CTGOV-NCT01980004,B1,NCT01980004,Potassium Citrate Supplementation vs. Dietary Counseling,WITHDRAWN,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone,inactive_or_stopped,https://clinicaltrials.gov/study/NCT01980004,58a37fd74e7009369d73d54a0289939664a021b29b8b2ed2b922dcd636068a6a,agent_prereview_only,
RET-B1-CTGOV-NCT01217372,REC-CTGOV-NCT01217372,B1,NCT01217372,Nephrolithiasis Prevention by Lemon Juice,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,nephrolithiasis,,https://clinicaltrials.gov/study/NCT01217372,c9dc39a5cc55959ffa1d8a2c5e558403ae6df3d3131f55633c64415b68be9002,agent_prereview_only,
RET-B1-CTGOV-NCT03704350,REC-CTGOV-NCT03704350,B1,NCT03704350,Influence of Obesity on Endogenous Oxalate Synthesis,ACTIVE_NOT_RECRUITING,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone,,https://clinicaltrials.gov/study/NCT03704350,2ea2f5edbc5caada716ae2e4347a10199d905ec84d5de844ee5bb617a9e47223,agent_prereview_only,
RET-B1-CTGOV-NCT01754779,REC-CTGOV-NCT01754779,B1,NCT01754779,Treatment for Calcium Phosphate Kidney Stone Disease,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone|urolithiasis,,https://clinicaltrials.gov/study/NCT01754779,bafc0c0ceb02f87a2f60c951950995408628fd1dfe902fbfee0b502ecc24784d,agent_prereview_only,
RET-B2-CTGOV-NCT05365477,REC-CTGOV-NCT05365477,B2,NCT05365477,Empiric Versus Selective Prevention Strategies for Kidney Stone Disease,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone|nephrolithiasis,,https://clinicaltrials.gov/study/NCT05365477,b4697d7a79ec3b374d50b07999d86695d7507b5a99993d84be74cffa17860137,agent_prereview_only,
RET-B2-CTGOV-NCT03365687,REC-CTGOV-NCT03365687,B2,NCT03365687,Vitamin D In the Prevention of Viral-induced Asthma in Preschoolers,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,vitamin d,,,https://clinicaltrials.gov/study/NCT03365687,e540cfaf0581e9202a6c1a26ee505f4a3e627aeaaf7d07369a0dfc109a0683fe,agent_prereview_only,
RET-B2-CTGOV-NCT00472823,REC-CTGOV-NCT00472823,B2,NCT00472823,Vitamin D Supplementation in Older Women,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,vitamin d,,,https://clinicaltrials.gov/study/NCT00472823,2ffedbabee916a2739a2c959d40648e634458f1107f361e77ad87ab4275641d1,agent_prereview_only,
RET-B2-CTGOV-NCT05680818,REC-CTGOV-NCT05680818,B2,NCT05680818,Efficacy and Safety of Encaleret Compared to Standard of Care in Participants With ADH1,ACTIVE_NOT_RECRUITING,likely_exclude_needs_validation,질문별 노출·결과 구조화 신호가 없지만 사람 검토 전에는 제외로 확정하지 않습니다.,,,,,https://clinicaltrials.gov/study/NCT05680818,7c99fd7eef9060b673bd2df2cf064ff664cf3028b58831bd568024c1c7e8b23e,agent_prereview_only,
RET-B2-CTGOV-NCT02752841,REC-CTGOV-NCT02752841,B2,NCT02752841,The Effect of Vitamin D Repletion on Kidney Stone Risk,TERMINATED,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,,vitamin d,kidney stone,inactive_or_stopped,https://clinicaltrials.gov/study/NCT02752841,20f73963d1358f77e2a3048cae78a32f3d57afb131c9b39737ad6a17165a0fab,agent_prereview_only,
RET-B2-CTGOV-NCT01295879,REC-CTGOV-NCT01295879,B2,NCT01295879,Vitamin D Repletion in Stone Formers With Hypercalciuria,COMPLETED,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,,vitamin d|ergocalciferol,urolithiasis|nephrolithiasis|hypercalciuria,,https://clinicaltrials.gov/study/NCT01295879,38c47c6e0d2fb366bad0cdce75684187bbe9b7d6da3fa0fcab28ac4c8242e238,agent_prereview_only,
RET-B2-CTGOV-NCT00416052,REC-CTGOV-NCT00416052,B2,NCT00416052,Relation Between Bone Density and the Regulation of Mineral Metabolism in Renal Stone Formers,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,renal stone|nephrolithiasis,,https://clinicaltrials.gov/study/NCT00416052,809823a51204ac98172b5a80ed96f279ec99891c6225bd81aea3ec8ed4abe4d0,agent_prereview_only,
RET-B2-CTGOV-NCT00581828,REC-CTGOV-NCT00581828,B2,NCT00581828,Does Treatment of Hypovitaminosis D Increase Calcium Absorption?,COMPLETED,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,,vitamin d,hypercalciuria|hypercalcemia,,https://clinicaltrials.gov/study/NCT00581828,86f59dd03aa941279605b4a849aa4ef3d36818d435fd14116eca4268c0e228b0,agent_prereview_only,
RET-B2-CTGOV-NCT02975492,REC-CTGOV-NCT02975492,B2,NCT02975492,Assessing the Impact of a Mode of Vitamin D Supplementation (Sequential Dose vs Daily Dose) on the Incidence of Hypercalciuria in Subjets Aged From 2 to 18 Years,UNKNOWN,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,,vitamin d|cholecalciferol,hypercalciuria,,https://clinicaltrials.gov/study/NCT02975492,42e564d48bed162b770933c5491974e1e8001ae3900bf1c9d1192fd82b703daf,agent_prereview_only,
RET-B2-CTGOV-NCT02824718,REC-CTGOV-NCT02824718,B2,NCT02824718,Recombinant Human rhPTH(1-34) VS Association Alfacalcidol/Hydrochlorothiazide in Severe Primary Hypoparathyroidism,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,hypercalciuria,,https://clinicaltrials.gov/study/NCT02824718,258cb90e79b37eab4bf79824bf8f64dd0b7ed9de41dc1a3ec045931cf6783507,agent_prereview_only,
RET-B2-CTGOV-NCT03087149,REC-CTGOV-NCT03087149,B2,NCT03087149,Monitored vs Standard Supplementation of Vitamin D in Preterm Infants,COMPLETED,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,,vitamin d,nephrolithiasis,,https://clinicaltrials.gov/study/NCT03087149,ee2b91f064e71b357e29bdec0252dac585c6a446676410bcda91441510f3ad5d,agent_prereview_only,
RET-B2-CTGOV-NCT00948740,REC-CTGOV-NCT00948740,B2,NCT00948740,The Effect of Vitamin D on Urinary Calcium Excretion in Kidney Stone Formers With High Urinary Calcium,WITHDRAWN,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,,vitamin d|ergocalciferol,kidney stone|nephrolithiasis,inactive_or_stopped,https://clinicaltrials.gov/study/NCT00948740,1edbcc7b0bf5a0303aee07a2b2c227665df30b938f5057d4e3c231ddeb81b384,agent_prereview_only,
RET-B2-CTGOV-NCT06199102,REC-CTGOV-NCT06199102,B2,NCT06199102,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,NOT_YET_RECRUITING,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,,vitamin d|cholecalciferol,nephrolithiasis,,https://clinicaltrials.gov/study/NCT06199102,0436d425294d2448cef6cae2822d8d3fa0c6fe41924df43872b610c42fa798f5,agent_prereview_only,
RET-B2-CTGOV-NCT01323608,REC-CTGOV-NCT01323608,B2,NCT01323608,The Effect of Vitamin D Supplementation on Calcium Excretion in Thalassemia: a Dose Response Study,UNKNOWN,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,vitamin d,,,https://clinicaltrials.gov/study/NCT01323608,6fb039504e4c818d8f009579121a740192ac1470a9cfd5a846f3e56ebfac1f6f,agent_prereview_only,
RET-B3-CTGOV-NCT05124886,REC-CTGOV-NCT05124886,B3,NCT05124886,Gut Kidney Axis in Enteric Hyperoxaluria,RECRUITING,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,hyperoxaluria|oxalate,,https://clinicaltrials.gov/study/NCT05124886,2f5c924de86e9b1bfe4aeacad6166b2e02e81ddaba554115adf6235e85bd7fab,agent_prereview_only,
RET-B3-CTGOV-NCT04603898,REC-CTGOV-NCT04603898,B3,NCT04603898,Oxalate Formation From Ascorbic Acid,ACTIVE_NOT_RECRUITING,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,,ascorbic acid,kidney stone|oxalate,,https://clinicaltrials.gov/study/NCT04603898,7caf40a634c8614cfc512829f7d2f67ef73eaf548e217ba87ef9bee010f12a8f,agent_prereview_only,
RET-B3-CTGOV-NCT04437225,REC-CTGOV-NCT04437225,B3,NCT04437225,Renal Metabolism of Glycolate to Oxalate,ACTIVE_NOT_RECRUITING,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,oxalate,,https://clinicaltrials.gov/study/NCT04437225,68c749cb68cc4711b0f6fb19e2b1b10492f118d59ac1a9aad77812486caf899b,agent_prereview_only,
RET-B3-CTGOV-NCT01675362,REC-CTGOV-NCT01675362,B3,NCT01675362,"Are There Protective Effects of Antioxidants, Calcium Channel Blocker and Angiotensin Receptor Blocker Against Extracorporeal Shockwaves Lithotripsy Induced Renal Injury?",COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney calculi,,https://clinicaltrials.gov/study/NCT01675362,f8e9a8623be96238f40d393346ea91b7099011c25b61ae7052c2d5735794d191,agent_prereview_only,
RET-B3-CTGOV-NCT05229952,REC-CTGOV-NCT05229952,B3,NCT05229952,Assessment of Endogenous Oxalate Synthesis,COMPLETED,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone|oxalate,,https://clinicaltrials.gov/study/NCT05229952,636cb5fdd4e5d673b1bda08595ffad0ba821537462beeae54482cd58b2ea050d,agent_prereview_only,
RET-B3-CTGOV-NCT06578754,REC-CTGOV-NCT06578754,B3,NCT06578754,"Validation Testing for Plasma Oxalate Levels in the Biochemical Laboratory at the Galilee Medical Center, in Collaboration With the Biochemistry Laboratory at CHARITE Hospital in Berlin, and Testing the Relationship Between Oxalate Levels and Vitamin C Levels in Plasma",NOT_YET_RECRUITING,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,,vitamin c,hyperoxaluria|oxalate,,https://clinicaltrials.gov/study/NCT06578754,b43c2933589b7f5298ee3322e08c600a8883917664ee742c43350f4233c1ba36,agent_prereview_only,
RET-B3-CTGOV-NCT06989320,REC-CTGOV-NCT06989320,B3,NCT06989320,Endogenous Oxalate Synthesis in Idiopathic Calcium Oxalate Kidney Stone Disease,RECRUITING,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,,ascorbic acid,kidney stone|kidney calculi|urolithiasis|nephrolithiasis|oxalate,,https://clinicaltrials.gov/study/NCT06989320,3168b65d3cc4ec44767f4bc6f9f30e809042964301e1896dbf8b842ea88230aa,agent_prereview_only,
RET-B3-CTGOV-NCT03704350,REC-CTGOV-NCT03704350,B3,NCT03704350,Influence of Obesity on Endogenous Oxalate Synthesis,ACTIVE_NOT_RECRUITING,uncertain_manual_review,노출 또는 결과 신호 일부만 확인되어 등록 원문 검토가 필요합니다.,,,kidney stone|oxalate,,https://clinicaltrials.gov/study/NCT03704350,9a272c3e8d25d87b5e54a9dd8b3b06ce7aea3e6dea52d5ceb41639347383ba3f,agent_prereview_only,
