link_candidate_id,nct_id,registry_record_id,pmid,pubmed_record_id,reference_type,registry_question_ids,registry_title,pubmed_title,pubmed_doi,agent_recommendation,recommendation_reason,pubmed_in_search_corpus,source_context_sha256,decision_authority,human_link_decision,verified_by,verified_at
LINK-CTGOV-NCT04045665-PMID-39921772,NCT04045665,REC-CTGOV-NCT04045665,39921772,REC-PUBMED-39921772,DERIVED,A1,Anticoagulation for New-Onset Post-Operative Atrial Fibrillation After CABG,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,138e880e17ea412a5e005451cd9bb3af371d650eae2caa82b30e8c3fbb69e3a9,agent_prereview_only,,,
LINK-CTGOV-NCT04045665-PMID-41609362,NCT04045665,REC-CTGOV-NCT04045665,41609362,REC-PUBMED-41609362,DERIVED,A1,Anticoagulation for New-Onset Post-Operative Atrial Fibrillation After CABG,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,bf32dfb942b9140dea4bec24234ce8d78723a9d7ea61354360dd5a20dcd17a09,agent_prereview_only,,,
LINK-CTGOV-NCT04066764-PMID-11228276,NCT04066764,REC-CTGOV-NCT04066764,11228276,REC-PUBMED-11228276,BACKGROUND,A1,Rivaroxaban and Vitamin K Antagonists for the Anticoagulation for the Implantation of Vena Cava Filters,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,9ba5f929c270f871f54aeda6830577ffc8f7fb720c490d58e0202a34040746ff,agent_prereview_only,,,
LINK-CTGOV-NCT04066764-PMID-18579812,NCT04066764,REC-CTGOV-NCT04066764,18579812,REC-PUBMED-18579812,BACKGROUND,A1,Rivaroxaban and Vitamin K Antagonists for the Anticoagulation for the Implantation of Vena Cava Filters,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,b8508febf16aa67dad70b5c985ff749ab263c2d04f19a7c6104feb89226949ea,agent_prereview_only,,,
LINK-CTGOV-NCT04066764-PMID-19411100,NCT04066764,REC-CTGOV-NCT04066764,19411100,REC-PUBMED-19411100,BACKGROUND,A1,Rivaroxaban and Vitamin K Antagonists for the Anticoagulation for the Implantation of Vena Cava Filters,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,b08c8919d39233cc5ee4ab0761183201a17adb10a69ed1e78292149fee3b68d5,agent_prereview_only,,,
LINK-CTGOV-NCT04066764-PMID-21128814,NCT04066764,REC-CTGOV-NCT04066764,21128814,REC-PUBMED-21128814,BACKGROUND,A1,Rivaroxaban and Vitamin K Antagonists for the Anticoagulation for the Implantation of Vena Cava Filters,Oral rivaroxaban for symptomatic venous thromboembolism.,10.1056/nejmoa1007903,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,e43192541d4f88dba2445944882cd50a7c31a2be8982a1165737a0b92f39ed89,agent_prereview_only,,,
LINK-CTGOV-NCT04066764-PMID-22449293,NCT04066764,REC-CTGOV-NCT04066764,22449293,REC-PUBMED-22449293,BACKGROUND,A1,Rivaroxaban and Vitamin K Antagonists for the Anticoagulation for the Implantation of Vena Cava Filters,Oral rivaroxaban for the treatment of symptomatic pulmonary embolism.,10.1056/nejmoa1113572,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,ea55a8496e64c51db868b59799ae4bba61300ed5234d7bd0f2d5241d2d7f6001,agent_prereview_only,,,
LINK-CTGOV-NCT04066764-PMID-25851122,NCT04066764,REC-CTGOV-NCT04066764,25851122,REC-PUBMED-25851122,BACKGROUND,A1,Rivaroxaban and Vitamin K Antagonists for the Anticoagulation for the Implantation of Vena Cava Filters,Recurrent venous thromboembolism in anticoagulated patients with cancer: management and short-term prognosis.,10.1111/jth.12955,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,f07b5053bd6cad27837ca1210350c41d995917e279df8743fcfc5861f8b1fec3,agent_prereview_only,,,
LINK-CTGOV-NCT04066764-PMID-26867832,NCT04066764,REC-CTGOV-NCT04066764,26867832,REC-PUBMED-26867832,BACKGROUND,A1,Rivaroxaban and Vitamin K Antagonists for the Anticoagulation for the Implantation of Vena Cava Filters,Antithrombotic Therapy for VTE Disease: CHEST Guideline and Expert Panel Report.,10.1016/j.chest.2015.11.026,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,3abbbbb84c2fa83e4bf325c83d8b443edc48d14cee1f826a1a4b5f7480dd93cc,agent_prereview_only,,,
LINK-CTGOV-NCT04066764-PMID-27030066,NCT04066764,REC-CTGOV-NCT04066764,27030066,REC-PUBMED-27030066,BACKGROUND,A1,Rivaroxaban and Vitamin K Antagonists for the Anticoagulation for the Implantation of Vena Cava Filters,Oral rivaroxaban versus enoxaparin with vitamin K antagonist for the treatment of symptomatic venous thromboembolism in patients with cancer (EINSTEIN-DVT and EINSTEIN-PE): a pooled subgroup analysis of two randomised controlled trials.,10.1016/s2352-3026(14)70018-3,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,8cfb3856bfba7d47b62d0cf3f72c76d02fa52b1def758f9a8c1777ea6a97192b,agent_prereview_only,,,
LINK-CTGOV-NCT04066764-PMID-28510665,NCT04066764,REC-CTGOV-NCT04066764,28510665,REC-PUBMED-28510665,BACKGROUND,A1,Rivaroxaban and Vitamin K Antagonists for the Anticoagulation for the Implantation of Vena Cava Filters,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,f65901fb0c5558b276d646ba226605bad51d985ce9b56b5950ff09656ddd2369,agent_prereview_only,,,
LINK-CTGOV-NCT04066764-PMID-34697109,NCT04066764,REC-CTGOV-NCT04066764,34697109,REC-PUBMED-34697109,DERIVED,A1,Rivaroxaban and Vitamin K Antagonists for the Anticoagulation for the Implantation of Vena Cava Filters,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,3f257f558be5f4f51279029d765bc425d35f8b6459d4a56cb71ed6cddafce5ae,agent_prereview_only,,,
LINK-CTGOV-NCT04284839-PMID-36121587,NCT04284839,REC-CTGOV-NCT04284839,36121587,REC-PUBMED-36121587,DERIVED,A1,The Direct Oral Anticoagulation Versus Vitamin K Antagonist After Cardiac Surgery Trial,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,166c38982a70c9dd69db695d9598801966ebecf7a1a9b0f35d17c2678b16102e,agent_prereview_only,,,
LINK-CTGOV-NCT04344717-PMID-24486858,NCT04344717,REC-CTGOV-NCT04344717,24486858,REC-PUBMED-24486858,BACKGROUND,A1,Pharmacokinetics of Apixaban in Patients With Short Bowel Syndrome Requiring Long Term Parenteral Nutrition,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,268a1e9c704e98c6405a341de262216ba2ade85240bcfec70ae2727cf54460a9,agent_prereview_only,,,
LINK-CTGOV-NCT04344717-PMID-28355459,NCT04344717,REC-CTGOV-NCT04344717,28355459,REC-PUBMED-28355459,BACKGROUND,A1,Pharmacokinetics of Apixaban in Patients With Short Bowel Syndrome Requiring Long Term Parenteral Nutrition,Laboratory Monitoring of Non-Vitamin K Antagonist Oral Anticoagulant Use in Patients With Atrial Fibrillation: A Review.,10.1001/jamacardio.2017.0364,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,4a9af0a7507d7668fea736d5d6de1c8da7f3d083e0c13237218c04f77609e584,agent_prereview_only,,,
LINK-CTGOV-NCT04344717-PMID-30136101,NCT04344717,REC-CTGOV-NCT04344717,30136101,REC-PUBMED-30136101,BACKGROUND,A1,Pharmacokinetics of Apixaban in Patients With Short Bowel Syndrome Requiring Long Term Parenteral Nutrition,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,f40c33ffe267fc610f002658d094f331861ac603b10b878190f9214b6e070dfb,agent_prereview_only,,,
LINK-CTGOV-NCT04364516-PMID-33607060,NCT04364516,REC-CTGOV-NCT04364516,33607060,REC-PUBMED-33607060,DERIVED,A1,Retrospective Observational Registry of Patients With Atrial Fibrillation From Vigo´s Health Area,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,02761eef073c1ee38669f39741918d307fc4455932d8515320174212000cf581,agent_prereview_only,,,
LINK-CTGOV-NCT04364516-PMID-35279417,NCT04364516,REC-CTGOV-NCT04364516,35279417,REC-PUBMED-35279417,DERIVED,A1,Retrospective Observational Registry of Patients With Atrial Fibrillation From Vigo´s Health Area,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,b5af5d88caa4176b8667b8c787efc289c431d6f03fc17454e2678f5ab39d020c,agent_prereview_only,,,
LINK-CTGOV-NCT04364516-PMID-36175253,NCT04364516,REC-CTGOV-NCT04364516,36175253,REC-PUBMED-36175253,DERIVED,A1,Retrospective Observational Registry of Patients With Atrial Fibrillation From Vigo´s Health Area,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,a1ff037364f6a59c2caf1bfabeefd471df1b16ecac11225ee11c62d242428302,agent_prereview_only,,,
LINK-CTGOV-NCT04364516-PMID-38579940,NCT04364516,REC-CTGOV-NCT04364516,38579940,REC-PUBMED-38579940,DERIVED,A1,Retrospective Observational Registry of Patients With Atrial Fibrillation From Vigo´s Health Area,Relative performance evaluation of four bleeding risk scores in atrial fibrillation patients. What does the new DOAC score provide?,10.1016/j.ijcard.2024.132018,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,57c221f69a0eb914c2892f4f22657092565fcb6c04c100258e4222d4bfa73b43,agent_prereview_only,,,
LINK-CTGOV-NCT04437303-PMID-39216096,NCT04437303,REC-CTGOV-NCT04437303,39216096,REC-PUBMED-39216096,DERIVED,A1,Periprocedural Continuation Versus Interruption of Oral Anticoagulant Drugs During Transcatheter Aortic Valve Implantation (POPular PAUSE TAVI),,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,880f010bddf411ef3ef856528aa77377bb5db9bbbca606953fb40fa456b41be5,agent_prereview_only,,,
LINK-CTGOV-NCT04437303-PMID-41128170,NCT04437303,REC-CTGOV-NCT04437303,41128170,REC-PUBMED-41128170,DERIVED,A1,Periprocedural Continuation Versus Interruption of Oral Anticoagulant Drugs During Transcatheter Aortic Valve Implantation (POPular PAUSE TAVI),Sex Differences in Transcatheter Aortic Valve Implantation Outcomes in Patients on Oral Anticoagulants: A Popular PAUSE TAVI SubAnalysis.,10.1161/jaha.125.043448,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,de37be8ed3c1d910874fcd57ca9a51992ca1bf284904b6d825ef89d466b8b426,agent_prereview_only,,,
LINK-CTGOV-NCT04505475-PMID-38580558,NCT04505475,REC-CTGOV-NCT04505475,38580558,REC-PUBMED-38580558,DERIVED,A1,Oral Surgery in Patients Taking Direct Oral Anticoagulants,Risk of dentoalveolar surgery postoperative bleeding in patients taking direct oral anticoagulants and vitamin K antagonists: A prospective observational study.,10.1016/j.jcms.2024.03.035,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,8a38c6ee74bf8f0b225d0e1831d731c3bfbae8545c86e7953e6f519d89f3c022,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-12812581,NCT04569279,REC-CTGOV-NCT04569279,12812581,REC-PUBMED-12812581,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,1b35f6fbb08d907c8321df4ea7de19e238179983264286fffc449295c01991d5,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-13432835,NCT04569279,REC-CTGOV-NCT04569279,13432835,REC-PUBMED-13432835,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,99ff5cb40fda18bbb87441d06116356b1171d044aaaa742ec7cff36264b64d19,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-14258950,NCT04569279,REC-CTGOV-NCT04569279,14258950,REC-PUBMED-14258950,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,e0fecd485f196df43d9959e43184d94d544afff74e2f64f3a41cd3bad4d024e3,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-14976332,NCT04569279,REC-CTGOV-NCT04569279,14976332,REC-PUBMED-14976332,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,4504fd9dea1fec696ccb9ed1110c9de8defbd873c7a48ba4062fab9cce6f7a91,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-15273432,NCT04569279,REC-CTGOV-NCT04569279,15273432,REC-PUBMED-15273432,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,b0dee9cc015546aa26fc6af777655811e93299d87f19f809d704d56bf7495a45,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-15842354,NCT04569279,REC-CTGOV-NCT04569279,15842354,REC-PUBMED-15842354,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,7b04bbb3aada5abd59a09704f51137542240b06d6ebb4f0874f704d544e17f1e,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-16141966,NCT04569279,REC-CTGOV-NCT04569279,16141966,REC-PUBMED-16141966,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,982e5ef56b2561df8685571f971815e9e14afb704eb6e56bbafda86c111fef6e,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-1679154,NCT04569279,REC-CTGOV-NCT04569279,1679154,REC-PUBMED-1679154,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,81e6a9933b328eaf17100660d078b963f450c4e94f999d7ac89b2c6d4ae79d37,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-19139080,NCT04569279,REC-CTGOV-NCT04569279,19139080,REC-PUBMED-19139080,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,2699cdd9cfed52014194c4877058d63c064b7b639e3a9e9e280ca99fa0359a45,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-20547928,NCT04569279,REC-CTGOV-NCT04569279,20547928,REC-PUBMED-20547928,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,f947602bf272bd240fd39e0ff7ac3ffa9f61c23ba2d9109827c276709cbba9b6,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-21293023,NCT04569279,REC-CTGOV-NCT04569279,21293023,REC-PUBMED-21293023,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,5c855724fc1b939d7cb15422829dab17929a6cd72c9e007a3ae4ce4b967311b8,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-21833941,NCT04569279,REC-CTGOV-NCT04569279,21833941,REC-PUBMED-21833941,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,f6b5e2f0473ec6969728d36d18c58764da9a803fcdedc1cb9518a38babae6cc5,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-22315269,NCT04569279,REC-CTGOV-NCT04569279,22315269,REC-PUBMED-22315269,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,"Oral anticoagulant therapy: Antithrombotic Therapy and Prevention of Thrombosis, 9th ed: American College of Chest Physicians Evidence-Based Clinical Practice Guidelines.",10.1378/chest.11-2292,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,ce9bb738a911ee64903e0ae668d79979c52930b40b2a786af744d79bb7e6729d,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-23701516,NCT04569279,REC-CTGOV-NCT04569279,23701516,REC-PUBMED-23701516,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,Rivaroxaban: a novel oral anticoagulant for the prevention and treatment of several thrombosis-mediated conditions.,10.1111/nyas.12136,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,f97b12e5e6766aaff13f4f44869413c8b261a3a9c07163e485162b12cca5533d,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-24699485,NCT04569279,REC-CTGOV-NCT04569279,24699485,REC-PUBMED-24699485,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,c4c725f0730e467e9c83f719c8a31ce4371683b0768add0c40fa0e2ab7693c44,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-25070963,NCT04569279,REC-CTGOV-NCT04569279,25070963,REC-PUBMED-25070963,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,Novel factor xa inhibitor for the treatment of cerebral venous and sinus thrombosis: first experience in 7 patients.,10.1161/strokeaha.114.006167,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,167e52bd37e349e11b4dbe3a12844b4cbb162ea0cdd0d48924b0a8bc4e5c245a,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-40376280,NCT04569279,REC-CTGOV-NCT04569279,40376280,REC-PUBMED-40376280,DERIVED,A1,Rivaroxaban vs. Warfarin in CVT Treatment,Rivaroxaban Versus Warfarin for the Treatment of Cerebral Venous Thrombosis (RWCVT): A Randomized Controlled Trial in Resource-Limited Setting.,10.1155/srat/8893742,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,3b252d8da77a2b0f3de530d69829daa278943b4ee35fc3d76a9799eb8a3c6736,agent_prereview_only,,,
LINK-CTGOV-NCT04569279-PMID-7062066,NCT04569279,REC-CTGOV-NCT04569279,7062066,REC-PUBMED-7062066,BACKGROUND,A1,Rivaroxaban vs. Warfarin in CVT Treatment,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,7b5ed6f7ee7071129d0d1369f03db7b47ffe2e82269c781f4fc173614a0e25bf,agent_prereview_only,,,
LINK-CTGOV-NCT04614090-PMID-29945596,NCT04614090,REC-CTGOV-NCT04614090,29945596,REC-PUBMED-29945596,RESULT,A1,Fast Reversal of Warfarin and Early Surgery in Patients With Trochanteric Hip Fracture A Case-control Study,Is fast reversal and early surgery (within 24 h) in patients on warfarin medication with trochanteric hip fractures safe? A case-control study.,10.1186/s12891-018-2126-3,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,true,f105d2761936154a0eaeadfc055d4a3f7f1a686dbb5cd7bf6535cb41d4d1331a,agent_prereview_only,,,
LINK-CTGOV-NCT04730037-PMID-31200342,NCT04730037,REC-CTGOV-NCT04730037,31200342,REC-PUBMED-31200342,BACKGROUND,A1,Clinical Trial to Investigate Safety and Efficacy of Edoxaban in Patients With CTEPH (KABUKI),,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,aa6fb355fb6ad9691c2484d29786553f2c5e07c4a11c7b990971f07ee244dd6a,agent_prereview_only,,,
LINK-CTGOV-NCT04730037-PMID-37070473,NCT04730037,REC-CTGOV-NCT04730037,37070473,REC-PUBMED-37070473,DERIVED,A1,Clinical Trial to Investigate Safety and Efficacy of Edoxaban in Patients With CTEPH (KABUKI),"Efficacy and safety of edoxaban in patients with chronic thromboembolic pulmonary hypertension: protocol for a multicentre, randomised, warfarin-controlled, parallel group trial - KABUKI trial.",10.1136/bmjopen-2022-061225,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,c73d57076b747f5c18d327f1458c7d2156907c82148d7ef1312f3a30385caf9b,agent_prereview_only,,,
LINK-CTGOV-NCT05229952-PMID-37312251,NCT05229952,REC-CTGOV-NCT05229952,37312251,REC-PUBMED-37312251,RESULT,B1|B3,Assessment of Endogenous Oxalate Synthesis,,,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,false,744ddb77106fb770c17cf0c20fa74b4cd4607c0d27499d4beeb69acf1be9eea9,agent_prereview_only,,,
LINK-CTGOV-NCT05609500-PMID-15947090,NCT05609500,REC-CTGOV-NCT05609500,15947090,REC-PUBMED-15947090,BACKGROUND,A1,Warfarin Dosage Adjustment Model Analysis Study,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,1e76116d536b99866ded6c9e7cd57d37984ad3b6c97f8844fefae695ff256877,agent_prereview_only,,,
LINK-CTGOV-NCT05609500-PMID-17989110,NCT05609500,REC-CTGOV-NCT05609500,17989110,REC-PUBMED-17989110,BACKGROUND,A1,Warfarin Dosage Adjustment Model Analysis Study,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,24c26c29cb975bf1189c0c5855e5966d0681f13188dc1a385fdb195e9ce7906d,agent_prereview_only,,,
LINK-CTGOV-NCT05609500-PMID-18305455,NCT05609500,REC-CTGOV-NCT05609500,18305455,REC-PUBMED-18305455,BACKGROUND,A1,Warfarin Dosage Adjustment Model Analysis Study,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,8704fcc09fd8e25a1f9f0cb2a0048520053e5cc30f55ee8c9f1c457ebce29e91,agent_prereview_only,,,
LINK-CTGOV-NCT05609500-PMID-19228618,NCT05609500,REC-CTGOV-NCT05609500,19228618,REC-PUBMED-19228618,BACKGROUND,A1,Warfarin Dosage Adjustment Model Analysis Study,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,d558a9019260c017e9ad296c537aceeb648ff8c6ae7843200892db9dd425c284,agent_prereview_only,,,
LINK-CTGOV-NCT05609500-PMID-20375999,NCT05609500,REC-CTGOV-NCT05609500,20375999,REC-PUBMED-20375999,BACKGROUND,A1,Warfarin Dosage Adjustment Model Analysis Study,"Integration of genetic, clinical, and INR data to refine warfarin dosing.",10.1038/clpt.2010.13,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,f545be66e54dad6bdf4b6abfee97beb62ab4655dac54db49fa2dee7131de42c3,agent_prereview_only,,,
LINK-CTGOV-NCT05609500-PMID-26093875,NCT05609500,REC-CTGOV-NCT05609500,26093875,REC-PUBMED-26093875,BACKGROUND,A1,Warfarin Dosage Adjustment Model Analysis Study,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,b23ae3dc52a05f04c4e588f4d68d54db8e1500964a82e1f295cd284afd955f43,agent_prereview_only,,,
LINK-CTGOV-NCT05609500-PMID-28198005,NCT05609500,REC-CTGOV-NCT05609500,28198005,REC-PUBMED-28198005,BACKGROUND,A1,Warfarin Dosage Adjustment Model Analysis Study,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,d780e48e4a5eceee6b24e228a907b824721deb1c1409fa6df33bc757bcaa235b,agent_prereview_only,,,
LINK-CTGOV-NCT05825573-PMID-32273033,NCT05825573,REC-CTGOV-NCT05825573,32273033,REC-PUBMED-32273033,BACKGROUND,A1,Anticoagulation Therapy in Non-device-related Intra-cardiac Thrombus,Antithrombotic Therapy for Patients With Left Ventricular Mural Thrombus.,10.1016/j.jacc.2020.01.057,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,e20b1e9fe1437e3c2dee75983fe003819051e2cc279bd08e4b31a76745120550,agent_prereview_only,,,
